company_name,high,low,last_price,prev_close,change,percent_gain
Narayana Hruda,"1,820.00","1,757.00","1,809.20","1,766.30",42.9,2.43
One 97 Paytm,"1,291.80","1,256.00","1,288.30","1,257.90",30.4,2.42
Hyundai Motor,"2,531.90","2,462.10","2,515.10","2,456.90",58.2,2.37
L&T Finance,228.17,222.19,227.15,221.93,5.22,2.35
GE Vernova TD,"2,850.00","2,745.00","2,817.40","2,752.90",64.5,2.34
Alkyl Amines,"2,120.00","2,053.00","2,108.80","2,061.80",47,2.28
IndusInd Bank,769.00,749.20,768.10,751.20,16.9,2.25
FSN E-Co Nykaa,238.52,231.35,237.71,232.52,5.19,2.23
Coromandel Int,"2,403.90","2,305.00","2,354.70","2,305.60",49.1,2.13
Jindal Saw,212.10,204.15,209.59,205.26,4.33,2.11
Granules India,522.90,507.30,518.45,507.80,10.65,2.1
NMDC,74.50,73.16,74.29,72.80,1.49,2.05
Hitachi Energy,"19,275.00","18,940.00","19,199.00","18,815.00",384,2.04
Canara Bank,108.48,106.11,108.33,106.16,2.17,2.04
HFCL,71.84,70.35,71.68,70.28,1.4,1.99
Chalet Hotels,"1,039.90","1,005.00","1,023.90","1,004.10",19.8,1.97
Solar Ind,"14,318.00","14,031.00","14,293.00","14,018.00",275,1.96
Afcons Infra,441.75,424.65,434.25,425.95,8.3,1.95
Kajaria Ceramic,"1,241.00","1,204.00","1,233.20","1,209.80",23.4,1.93
Titan Company,"3,697.90","3,590.00","3,690.60","3,620.60",70,1.93
Chambal Fert,580.70,555.10,569.75,559.05,10.7,1.91
AstraZeneca,"9,173.50","8,825.50","9,095.00","8,926.00",169,1.89
Navin Fluorine,"4,898.00","4,735.00","4,842.90","4,755.30",87.6,1.84
Vedanta,441.70,432.60,439.45,431.60,7.85,1.82
Fert and Chem,"1,013.85",982.00,"1,007.15",989.35,17.8,1.8
EID Parry,"1,131.90","1,104.00","1,123.60","1,104.00",19.6,1.78
Godrej Prop,"2,017.90","1,972.00","2,011.90","1,978.20",33.7,1.7
Laurus Labs,882.65,858.45,874.70,860.10,14.6,1.7
Triveni Engg,368.45,358.50,366.55,360.45,6.1,1.69
Avenue Supermar,"4,780.00","4,675.50","4,758.50","4,680.00",78.5,1.68
NBCC (India),103.46,101.40,103.29,101.58,1.71,1.68
Sarda Energy,594.00,573.60,586.50,576.80,9.7,1.68
Bandhan Bank,165.47,162.05,164.73,162.04,2.69,1.66
Network 18,55.35,53.62,54.66,53.77,0.89,1.66
Welspun Living,115.90,113.40,114.44,112.57,1.87,1.66
Kirloskar Bros,"2,053.00","1,990.40","2,040.80","2,008.00",32.8,1.63
AB Capital,280.00,272.70,279.25,274.85,4.4,1.6
IDBI Bank,91.24,89.09,90.62,89.19,1.43,1.6
R R Kabel,"1,215.00","1,182.80","1,211.10","1,192.10",19,1.59
M&M,"3,293.70","3,232.80","3,286.00","3,234.50",51.5,1.59
Caplin Labs,"2,187.00","2,115.30","2,161.00","2,127.40",33.6,1.58
Gujarat Pipavav,155.90,152.10,154.75,152.34,2.41,1.58
IDFC First Bank,70.72,69.38,70.59,69.49,1.1,1.58
SRF,"2,952.80","2,903.50","2,949.00","2,903.00",46,1.58
Cummins,"3,899.00","3,792.00","3,885.20","3,826.40",58.8,1.54
Biocon,363.50,353.85,361.55,356.10,5.45,1.53
Honasa Consumer,304.70,297.30,301.75,297.25,4.5,1.51
Guj State Petro,307.35,298.60,302.00,297.55,4.45,1.5
360 ONE WAM,"1,044.90","1,013.30","1,040.20","1,024.80",15.4,1.5
Aegis Logistics,704.50,686.15,701.70,691.50,10.2,1.48
Aadhar Housing ,518.90,505.50,515.40,507.90,7.5,1.48
KEI Industries,"4,026.70","3,955.90","4,021.40","3,963.30",58.1,1.47
Metropolis,"2,263.00","2,153.90","2,208.60","2,176.50",32.1,1.47
Newgen Software,923.20,881.05,904.35,891.40,12.95,1.45
SignatureGlobal,"1,108.00","1,076.70","1,103.20","1,087.50",15.7,1.44
PNB,104.50,102.61,104.30,102.86,1.44,1.4
Sterling Wilson,274.70,268.20,272.70,269.05,3.65,1.36
Action Const,"1,101.90","1,073.50","1,096.80","1,082.30",14.5,1.34
PCBL Chemical,385.00,375.60,384.05,379.05,5,1.32
Interglobe Avi,"5,747.50","5,660.50","5,740.00","5,665.50",74.5,1.31
Pfizer,"5,197.00","5,085.50","5,174.00","5,107.50",66.5,1.3
APL Apollo,"1,679.30","1,645.10","1,674.80","1,653.70",21.1,1.28
Godfrey Phillip,"10,420.00","10,031.00","10,189.00","10,060.00",129,1.28
Indegene,555.65,546.40,553.00,546.00,7,1.28
DLF,765.85,754.90,764.40,754.80,9.6,1.27
JSW Infra,309.85,302.15,306.55,302.70,3.85,1.27
Techno Electric,"1,575.00","1,537.30","1,549.20","1,529.80",19.4,1.27
Jubilant Pharmo,"1,067.00","1,031.50","1,052.20","1,039.00",13.2,1.27
Can Fin Homes,769.00,751.55,764.65,755.15,9.5,1.26
Delhivery,485.70,471.00,478.00,472.05,5.95,1.26
Nuvama Wealth,"6,600.00","6,453.50","6,530.00","6,448.50",81.5,1.26
Alembic Pharma,960.00,943.05,955.75,943.95,11.8,1.25
Aurobindo Pharm,"1,041.50","1,021.00","1,034.90","1,022.20",12.7,1.24
IGIL,349.45,342.80,348.00,343.75,4.25,1.24
Trent,"5,500.00","5,350.00","5,479.00","5,412.00",67,1.24
ITC,413.25,407.30,411.75,406.75,5,1.23
Prestige Estate,"1,589.60","1,553.00","1,584.90","1,565.60",19.3,1.23
Zydus Life,"1,013.95",999.25,"1,008.20",996.10,12.1,1.21
Gujarat Gas,447.65,437.80,442.35,437.05,5.3,1.21
HDFC AMC,"5,640.00","5,537.50","5,597.50","5,530.50",67,1.21
Niva Bupa Healt,85.17,82.70,83.83,82.83,1,1.21
Varun Beverages,509.50,498.00,505.25,499.20,6.05,1.21
Five-Star Busin,541.00,527.20,533.20,526.95,6.25,1.19
Campus Active,273.00,264.90,269.40,266.25,3.15,1.18
Graphite India,530.40,519.00,524.95,518.85,6.1,1.18
Dixon Technolog,"17,780.00","17,481.00","17,759.00","17,553.00",206,1.17
ACC,"1,849.00","1,818.40","1,843.10","1,822.00",21.1,1.16
Ambuja Cements,576.95,569.05,573.75,567.25,6.5,1.15
Home First,"1,265.00","1,230.70","1,261.00","1,246.70",14.3,1.15
Eternal,328.75,322.00,326.10,322.40,3.7,1.15
Sona BLW,452.00,442.05,450.00,444.95,5.05,1.13
Transformers,509.90,499.85,506.60,500.95,5.65,1.13
Tata Motors,693.45,685.00,692.05,684.40,7.65,1.12
Indian Hotels,781.90,764.05,773.95,765.60,8.35,1.09
Swiggy,434.75,424.65,430.60,425.95,4.65,1.09
Anant Raj,547.75,536.00,544.00,538.20,5.8,1.08
Indian Renew,146.00,144.50,145.70,144.14,1.56,1.08
Kansai Nerolac,246.50,241.99,244.57,241.99,2.58,1.07
Kalyan Jeweller,521.40,509.00,514.10,508.70,5.4,1.06
Blue Star,"1,969.30","1,938.00","1,960.60","1,940.30",20.3,1.05
HDFC Bank,956.30,940.00,954.45,944.50,9.95,1.05
CCL Products,962.00,917.00,933.20,923.60,9.6,1.04
IGL,220.27,216.80,219.12,216.87,2.25,1.04
Mah Seamless,671.45,652.10,662.85,656.10,6.75,1.03
SBI,813.30,803.00,812.15,803.90,8.25,1.03
Vardhman Text,419.75,413.55,416.35,412.20,4.15,1.01
Piramal Enter,"1,097.00","1,078.20","1,091.70","1,080.90",10.8,1
Go Digit,355.70,350.80,354.55,351.10,3.45,0.98
United Spirits,"1,351.20","1,325.90","1,347.10","1,334.00",13.1,0.98
Indian Bank,671.25,663.45,670.50,664.15,6.35,0.96
Inox Wind,145.39,142.50,144.71,143.34,1.37,0.96
Tanla Platforms,644.00,625.35,636.25,630.20,6.05,0.96
Bajaj Auto,"9,129.50","8,992.00","9,116.00","9,030.50",85.5,0.95
KFin Tech,"1,074.10","1,055.90","1,067.00","1,057.00",10,0.95
Tata Comm,"1,576.90","1,554.70","1,566.10","1,551.50",14.6,0.94
Linde India,"6,450.00","6,369.50","6,438.50","6,380.00",58.5,0.92
DOMS Industries,"2,535.30","2,462.60","2,503.30","2,480.40",22.9,0.92
Vodafone Idea,6.61,6.46,6.57,6.51,0.06,0.92
Kotak Mahindra,"1,963.80","1,931.10","1,960.20","1,942.50",17.7,0.91
Sonata,362.00,355.30,359.55,356.30,3.25,0.91
TVS Motor,"3,413.60","3,351.20","3,400.30","3,369.60",30.7,0.91
BSE Limited,"2,227.80","2,165.40","2,214.00","2,194.20",19.8,0.9
GlaxoSmithKline,"2,784.00","2,700.00","2,776.90","2,752.20",24.7,0.9
Shipping Corp,222.95,219.12,222.01,220.02,1.99,0.9
Sapphire Foods,326.00,320.45,323.15,320.30,2.85,0.89
BHEL,217.36,214.22,216.97,215.07,1.9,0.88
Central Bank,35.77,35.40,35.68,35.37,0.31,0.88
ABSL AMC,840.00,822.20,833.50,826.30,7.2,0.87
Alkem Lab,"5,317.00","5,252.00","5,292.00","5,246.50",45.5,0.87
Supreme Ind,"4,641.00","4,551.00","4,631.00","4,591.30",39.7,0.86
Sun Pharma,"1,581.10","1,558.30","1,578.70","1,565.20",13.5,0.86
KPIT Tech,"1,219.90","1,203.10","1,216.40","1,206.10",10.3,0.85
Hind Zinc,448.70,441.65,444.60,440.90,3.7,0.84
REC,368.35,364.50,367.80,364.75,3.05,0.84
Whirlpool,"1,359.50","1,332.10","1,344.90","1,333.70",11.2,0.84
Raymond,621.45,607.45,615.05,610.00,5.05,0.83
Rail Vikas,337.45,328.60,334.60,331.85,2.75,0.83
Tata Chemicals,942.35,931.10,939.20,931.45,7.75,0.83
Zee Entertain,117.31,115.38,116.28,115.32,0.96,0.83
Bharti Hexacom,"1,792.90","1,765.10","1,787.10","1,772.50",14.6,0.82
NCC,213.80,210.71,212.87,211.13,1.74,0.82
MCX India,"7,720.00","7,528.00","7,707.50","7,645.50",62,0.81
PNB Housing Fin,795.80,785.00,791.85,785.45,6.4,0.81
AU Small Financ,716.20,709.05,713.95,708.30,5.65,0.8
Carborundum,962.80,937.60,947.30,939.75,7.55,0.8
Tata Power,389.70,385.70,389.15,386.05,3.1,0.8
JB Chemicals,"1,740.60","1,710.00","1,728.90","1,715.40",13.5,0.79
Polycab,"7,245.00","7,157.50","7,235.00","7,178.50",56.5,0.79
ABB India,"5,209.90","5,148.20","5,188.40","5,148.20",40.2,0.78
Waaree Energies,"3,248.40","3,175.00","3,224.00","3,199.10",24.9,0.78
LIC India,872.95,865.95,870.70,864.15,6.55,0.76
Swan Energy,467.90,458.20,460.90,457.45,3.45,0.75
Bank of Baroda,239.07,237.00,238.42,236.67,1.75,0.74
Escorts Kubota,"3,695.00","3,655.00","3,677.50","3,650.40",27.1,0.74
Torrent Power,"1,316.00","1,294.90","1,314.20","1,304.60",9.6,0.74
Container Corp,549.75,544.20,548.80,544.80,4,0.73
CenturyPlyboard,782.55,766.50,779.90,774.25,5.65,0.73
Natco Pharma,878.90,856.55,872.00,865.65,6.35,0.73
Larsen,"3,606.30","3,560.00","3,600.80","3,574.90",25.9,0.72
Divis Labs,"6,188.00","6,097.00","6,164.00","6,120.50",43.5,0.71
Apollo Hospital,"7,775.50","7,656.00","7,736.00","7,682.00",54,0.7
Bajaj Finance,898.85,880.05,896.30,890.10,6.2,0.7
Elecon Eng,572.00,556.80,562.80,558.90,3.9,0.7
Exide Ind,420.70,412.30,419.10,416.20,2.9,0.7
Hero Motocorp,"5,363.50","5,256.50","5,349.00","5,312.00",37,0.7
UPL,730.00,712.80,715.60,710.65,4.95,0.7
Bank of Mah,52.93,52.46,52.82,52.46,0.36,0.69
HINDPETRO,391.65,383.00,387.25,384.60,2.65,0.69
Motilal Oswal,884.85,873.00,881.10,875.10,6,0.69
Dr Reddys Labs,"1,265.90","1,247.60","1,262.20","1,253.70",8.5,0.68
Siemens,"3,224.90","3,180.00","3,211.90","3,190.30",21.6,0.68
Mahanagar Gas,"1,322.50","1,279.20","1,284.90","1,276.30",8.6,0.67
Torrent Pharma,"3,615.00","3,570.10","3,606.70","3,582.90",23.8,0.66
Brigade Ent,945.00,923.45,931.90,925.85,6.05,0.65
Patanjali Foods,"1,822.00","1,794.80","1,816.50","1,804.80",11.7,0.65
Adani Enterpris,"2,293.00","2,263.10","2,288.70","2,274.20",14.5,0.64
Bombay Burmah,"1,839.00","1,815.20","1,835.60","1,824.00",11.6,0.64
BEML,"4,114.00","4,043.00","4,103.50","4,077.50",26,0.64
CDSL,"1,526.90","1,507.10","1,518.60","1,508.90",9.7,0.64
Clean Science,"1,178.00","1,162.50","1,174.00","1,166.50",7.5,0.64
Aarti Ind,389.00,383.20,385.45,383.05,2.4,0.63
Jio Financial,314.70,309.80,313.70,311.75,1.95,0.63
Union Bank,128.90,127.58,128.46,127.66,0.8,0.63
IEX,142.30,140.48,142.07,141.19,0.88,0.62
IOC,141.40,139.51,140.49,139.62,0.87,0.62
Mankind Pharma,"2,584.00","2,529.70","2,559.10","2,543.30",15.8,0.62
V-Guard Ind,361.40,355.30,358.35,356.15,2.2,0.62
Concord Biotech,"1,710.00","1,649.00","1,698.90","1,688.60",10.3,0.61
Firstsource Sol,370.50,362.30,369.00,366.75,2.25,0.61
Himadri Special,467.50,459.00,464.55,461.75,2.8,0.61
Alok Industries,18.74,17.15,18.37,18.26,0.11,0.6
Cipla,"1,596.40","1,569.00","1,578.40","1,569.20",9.2,0.59
Chola Invest.,"1,445.00","1,424.20","1,439.80","1,431.40",8.4,0.59
PNC Infratech,314.90,303.35,305.70,303.90,1.8,0.59
Bank of India,113.77,112.89,113.57,112.92,0.65,0.58
Lodha Developer,"1,205.00","1,191.60","1,201.40","1,194.60",6.8,0.57
Maruti Suzuki,"14,991.00","14,750.00","14,927.00","14,842.00",85,0.57
Bharat Elec,381.20,377.10,378.70,376.60,2.1,0.56
Asian Paints,"2,565.10","2,527.30","2,553.90","2,540.00",13.9,0.55
Astral Ltd,"1,433.00","1,415.20","1,425.70","1,417.90",7.8,0.55
Saregama India,499.35,489.00,494.60,491.90,2.7,0.55
Tata Tech,686.80,677.95,684.80,681.10,3.7,0.54
Olectra Greente,"1,615.00","1,562.00","1,580.70","1,572.30",8.4,0.53
Happiest Minds ,577.10,567.05,573.40,570.40,3,0.53
Atul,"6,445.00","6,355.50","6,405.00","6,372.00",33,0.52
Bajaj Finserv,"1,972.00","1,950.00","1,966.10","1,955.90",10.2,0.52
Gland,"1,895.10","1,860.10","1,876.80","1,867.00",9.8,0.52
IFCI,54.05,53.10,53.38,53.11,0.27,0.51
Eris Life,"1,799.00","1,751.00","1,779.90","1,771.00",8.9,0.5
Gravita India,"1,721.00","1,655.00","1,697.40","1,688.90",8.5,0.5
JBM Auto,624.10,607.40,614.45,611.45,3,0.49
Finolex Ind,221.00,215.89,218.05,217.01,1.04,0.48
IRFC,124.23,122.69,123.58,122.99,0.59,0.48
IRB Infra,43.24,42.68,43.00,42.80,0.2,0.47
Premier Energie,"1,034.10","1,017.00","1,025.05","1,020.25",4.8,0.47
Emcure Pharmace,"1,388.10","1,359.90","1,371.40","1,365.10",6.3,0.46
Reliance,"1,376.50","1,360.50","1,372.60","1,366.50",6.1,0.45
Bata India,"1,188.00","1,145.00","1,162.40","1,157.40",5,0.43
General Insuran,376.45,370.15,372.50,370.95,1.55,0.42
Power Finance,395.85,391.70,394.30,392.65,1.65,0.42
Brainbees Solu,364.40,357.50,362.35,360.90,1.45,0.4
MRPL,128.40,126.74,127.25,126.75,0.5,0.39
Dalmia Bharat,"2,426.80","2,402.20","2,411.60","2,402.20",9.4,0.39
GMR Airports,87.50,86.68,87.37,87.04,0.33,0.38
Page Industries,"45,695.00","44,995.00","45,325.00","45,160.00",165,0.37
Eicher Motors,"6,379.00","6,308.00","6,371.50","6,349.00",22.5,0.35
Ramco Cements,"1,093.00","1,066.30","1,084.40","1,080.60",3.8,0.35
BLS Internation,372.45,368.30,370.55,369.30,1.25,0.34
TATA Cons. Prod,"1,106.60","1,086.50","1,104.40","1,100.80",3.6,0.33
Amara Raja,"1,032.45","1,001.00","1,021.65","1,018.50",3.15,0.31
Oberoi Realty,"1,662.50","1,641.00","1,656.70","1,651.80",4.9,0.3
Akums Drugs P,479.00,467.70,474.05,472.70,1.35,0.29
Shriram Finance,588.90,580.00,586.30,584.60,1.7,0.29
Britannia,"5,928.50","5,865.00","5,908.00","5,891.50",16.5,0.28
Alivus Life,947.00,930.00,937.35,934.75,2.6,0.28
Shree Renuka,33.25,32.14,32.53,32.44,0.09,0.28
KNR Construct,198.50,196.00,196.70,196.19,0.51,0.26
RBL Bank,273.60,267.60,270.00,269.30,0.7,0.26
Capri Global,191.72,188.20,188.86,188.38,0.48,0.25
Abbott India,"32,775.00","32,155.00","32,575.00","32,495.00",80,0.25
Rainbow Child,"1,525.90","1,497.00","1,509.90","1,506.20",3.7,0.25
SBI Card,804.65,792.50,795.35,793.40,1.95,0.25
Adani Total Gas,601.30,595.30,597.15,595.85,1.3,0.22
PB Fintech,"1,849.00","1,808.70","1,830.20","1,826.30",3.9,0.21
PVR INOX,"1,140.00","1,106.40","1,121.80","1,119.40",2.4,0.21
Adani Green Ene,939.55,931.15,935.70,933.85,1.85,0.2
Deepak Nitrite,"1,776.50","1,745.70","1,762.30","1,758.80",3.5,0.2
ICICI Bank,"1,400.00","1,384.20","1,397.00","1,394.20",2.8,0.2
Devyani Int,177.20,174.75,175.22,174.89,0.33,0.19
Radico Khaitan,"2,949.00","2,860.00","2,902.10","2,896.70",5.4,0.19
AFFLE 3I,"1,954.90","1,885.50","1,904.40","1,901.00",3.4,0.18
Oil India,410.00,400.15,402.75,402.05,0.7,0.17
Adani Power,616.00,604.70,609.30,608.35,0.95,0.16
CRISIL,"5,088.50","4,990.00","5,059.60","5,051.30",8.3,0.16
JK Bank,103.40,102.00,102.84,102.69,0.15,0.15
Vishal Mega Mar,147.51,144.84,146.55,146.33,0.22,0.15
Info Edge,"1,374.90","1,356.60","1,366.40","1,364.50",1.9,0.14
Jyoti CNC Auto,915.55,894.50,896.20,895.05,1.15,0.13
Balkrishna Ind,"2,391.40","2,337.50","2,363.50","2,360.60",2.9,0.12
IRCTC,713.55,708.35,712.85,712.00,0.85,0.12
LIC Housing Fin,559.80,555.65,557.10,556.45,0.65,0.12
PI Industries,"3,782.50","3,715.00","3,757.70","3,753.20",4.5,0.12
Timken,"2,953.70","2,907.00","2,934.70","2,931.30",3.4,0.12
BASF,"4,695.00","4,629.80","4,669.00","4,664.10",4.9,0.11
Adani Energy,768.90,760.10,763.70,763.05,0.65,0.09
Bharat Forge,"1,140.70","1,130.10","1,135.60","1,134.60",1,0.09
Krishna Inst.,748.60,728.20,737.60,736.95,0.65,0.09
SJVN,94.60,93.61,93.97,93.89,0.08,0.09
Endurance Techn,"2,969.60","2,891.50","2,913.60","2,911.20",2.4,0.08
Grasim,"2,809.20","2,770.50","2,781.40","2,779.80",1.6,0.06
HUDCO,218.54,215.76,216.44,216.31,0.13,0.06
MOTHERSON,96.89,95.25,96.53,96.47,0.06,0.06
CAMS,"3,825.00","3,791.50","3,803.60","3,802.00",1.6,0.04
Data Patterns,"2,590.40","2,527.90","2,546.50","2,545.50",1,0.04
Schaeffler Ind,"3,885.70","3,846.60","3,858.80","3,857.10",1.7,0.04
Birlasoft,379.30,373.40,377.05,376.90,0.15,0.04
NAVA,721.00,700.20,704.25,704.00,0.25,0.04
Tata Elxsi,"5,474.50","5,394.00","5,427.50","5,425.50",2,0.04
HCL Tech,"1,475.00","1,452.60","1,466.10","1,465.70",0.4,0.03
Jubilant Ing.,736.35,729.50,731.70,731.45,0.25,0.03
Max Healthcare,"1,165.60","1,150.60","1,162.00","1,161.80",0.2,0.02
UltraTechCement,"12,770.00","12,657.00","12,733.00","12,730.00",3,0.02
Cyient,"1,220.10","1,186.00","1,203.20","1,203.10",0.1,0.01
