company_name,high,low,last_price,prev_close,change,percent_gain
IFCI,62.38,60.06,61.81,60.24,1.57,2.61
R R Kabel,"1,472.30","1,430.00","1,466.60","1,429.60",37.00,2.59
Reliance Power,63.70,59.00,62.92,61.36,1.56,2.54
Biocon,398.40,384.60,396.95,387.20,9.75,2.52
Tata Motors,693.10,676.25,690.10,673.40,16.70,2.48
Tata Motors,693.10,676.25,690.10,673.40,16.70,2.48
Page Industries,"47,790.00","46,130.00","47,410.00","46,295.00","1,115.00",2.41
ZFCVINDIA,"13,525.00","12,999.00","13,463.00","13,146.00",317.00,2.41
LTIMindtree,"5,310.00","5,158.50","5,298.00","5,175.50",122.50,2.37
Graphite India,579.50,564.55,575.75,562.65,13.10,2.33
Network 18,60.54,58.16,60.10,58.75,1.35,2.3
INDUS TOWERS,406.65,394.60,405.25,396.30,8.95,2.26
Westlife Food,788.95,734.15,777.30,760.15,17.15,2.26
IDBI Bank,97.70,95.70,97.38,95.26,2.12,2.23
Shriram Finance,654.75,638.05,654.05,640.15,13.90,2.17
Shriram Finance,654.75,638.05,654.05,640.15,13.90,2.17
Trident,31.10,30.42,31.00,30.37,0.63,2.07
LT Finance,214.80,208.44,213.51,209.21,4.30,2.06
Blue Dart,"6,899.00","6,739.00","6,876.00","6,739.00",137.00,2.03
GE Vernova TD,"2,525.00","2,442.10","2,500.40","2,451.40",49.00,2
Natco Pharma,"1,043.00","1,011.20","1,034.90","1,014.65",20.25,2
Adani Green Ene,"1,038.30","1,017.00","1,033.90","1,013.70",20.20,1.99
Bharti Airtel,"1,949.00","1,907.30","1,943.80","1,906.80",37.00,1.94
J. K. Cement,"6,625.00","6,469.50","6,614.50","6,490.00",124.50,1.92
One 97 Paytm,"1,089.00","1,019.40","1,071.15","1,051.05",20.10,1.91
Apollo Tyres,458.90,448.55,457.95,449.55,8.40,1.87
Bombay Burmah,"2,035.00","1,939.50","1,981.10","1,945.60",35.50,1.82
JK Bank,112.16,108.94,111.90,109.91,1.99,1.81
Fortis Health,832.00,807.25,823.70,809.10,14.60,1.8
SRF,"3,222.10","3,093.00","3,193.00","3,136.50",56.50,1.8
RHI Magnesita,531.90,514.30,524.00,514.80,9.20,1.79
JBM Auto,648.80,634.00,645.30,634.10,11.20,1.77
Abbott India,"34,950.00","34,035.00","34,735.00","34,130.00",605.00,1.77
Apollo Hospital,"7,390.00","7,244.00","7,373.50","7,246.50",127.00,1.75
Global Health,"1,320.00","1,284.50","1,312.70","1,290.40",22.30,1.73
REC,401.00,392.40,400.00,393.30,6.70,1.7
Krishna Inst.,772.10,750.10,763.85,751.15,12.70,1.69
Krishna Inst.,772.10,750.10,763.85,751.15,12.70,1.69
Delhivery,445.80,435.05,444.20,436.85,7.35,1.68
Cochin Shipyard,"1,876.40","1,823.60","1,870.70","1,840.10",30.60,1.66
Cochin Shipyard,"1,876.40","1,823.60","1,870.70","1,840.10",30.60,1.66
Bajaj Finance,970.95,953.65,968.30,952.55,15.75,1.65
MOTHERSON,99.10,96.98,98.83,97.24,1.59,1.64
Inventurus Know,"1,613.00","1,575.40","1,604.60","1,579.40",25.20,1.6
V-Guard Ind,407.00,397.05,405.55,399.20,6.35,1.59
Bharat Forge,"1,226.30","1,205.20","1,223.70","1,204.70",19.00,1.58
Chambal Fert,561.25,550.05,558.90,550.20,8.70,1.58
Anand Rathi,"2,698.20","2,616.60","2,686.50","2,645.40",41.10,1.55
Indegene,561.65,550.45,558.95,550.40,8.55,1.55
Piramal Enter,"1,310.00","1,259.60","1,307.20","1,287.40",19.80,1.54
Indiamart Inter,"2,607.60","2,536.00","2,591.00","2,552.00",39.00,1.53
Asahi India,856.80,831.90,854.00,841.20,12.80,1.52
TataTeleservice,65.55,62.90,63.59,62.64,0.95,1.52
AU Small Financ,738.90,721.40,736.75,725.80,10.95,1.51
Hind Copper,279.90,272.00,276.05,271.95,4.10,1.51
Bank of Baroda,243.50,238.44,243.07,239.48,3.59,1.5
Vodafone Idea,7.52,7.37,7.48,7.37,0.11,1.49
Aurobindo Pharm,"1,119.10","1,104.10","1,117.40","1,101.40",16.00,1.45
Caplin Labs,"2,123.00","2,074.30","2,109.10","2,079.20",29.90,1.44
Gillette India,"11,267.00","11,070.00","11,211.00","11,052.00",159.00,1.44
KPIT Tech,"1,283.80","1,260.00","1,274.10","1,256.00",18.10,1.44
Torrent Pharma,"3,572.70","3,495.20","3,553.70","3,503.50",50.20,1.43
JSW Infra,328.50,320.60,321.70,317.20,4.50,1.42
NLC India,247.89,240.64,244.59,241.16,3.43,1.42
EID Parry,"1,186.90","1,151.40","1,183.70","1,167.60",16.10,1.38
Go Digit,361.50,351.45,359.45,354.60,4.85,1.37
GNFC,555.90,542.90,552.90,545.50,7.40,1.36
Intellect Desig,"1,205.00","1,174.00","1,192.00","1,176.00",16.00,1.36
RBL Bank,259.95,252.55,258.92,255.48,3.44,1.35
MCX India,"8,275.00","8,055.00","8,261.50","8,153.50",108.00,1.32
CRISIL,"5,875.00","5,709.50","5,860.50","5,785.00",75.50,1.31
GAIL,186.60,183.96,186.39,184.03,2.36,1.28
Jindal Steel,981.00,963.55,977.40,965.00,12.40,1.28
City Union Bank,214.70,209.13,213.99,211.32,2.67,1.26
Poly Medicure,"2,094.50","2,052.50","2,085.10","2,059.30",25.80,1.25
Bajaj Auto,"8,405.00","8,290.50","8,397.00","8,295.00",102.00,1.23
HINDPETRO,436.00,428.35,434.50,429.25,5.25,1.22
CG Consumer,343.00,334.85,340.00,335.95,4.05,1.21
BPCL,345.00,336.80,344.45,340.35,4.10,1.2
Navin Fluorine,"5,067.00","4,921.00","5,053.30","4,993.40",59.90,1.2
MRF,"150,300.00","148,600.00","149,915.00","148,170.00","1,745.00",1.18
Jio Financial,315.20,311.60,314.45,310.80,3.65,1.17
Bayer CropScien,"6,422.00","6,245.00","6,353.50","6,280.50",73.00,1.16
NMDC,73.20,71.71,72.98,72.14,0.84,1.16
Petronet LNG,307.20,302.05,306.75,303.25,3.50,1.15
APL Apollo,"1,685.00","1,657.20","1,679.30","1,660.40",18.90,1.14
Vedanta,457.10,450.50,455.65,450.60,5.05,1.12
Info Edge,"1,481.00","1,459.10","1,475.00","1,458.80",16.20,1.11
Supreme Ind,"4,192.30","4,057.30","4,133.40","4,088.10",45.30,1.11
Amara Raja,"1,019.00",989.00,"1,011.35","1,000.35",11.00,1.1
APTUS VALUE,351.80,345.40,350.30,346.50,3.80,1.1
TBO Tek,"1,458.00","1,413.40","1,443.30","1,427.60",15.70,1.1
Chalet Hotels,939.85,903.40,933.55,923.55,10.00,1.08
Maruti Suzuki,"12,719.00","12,540.00","12,627.00","12,492.00",135.00,1.08
Power Finance,420.00,411.30,419.15,414.70,4.45,1.07
GlaxoSmithKline,"3,161.00","3,090.00","3,131.40","3,098.60",32.80,1.06
Torrent Power,"1,360.40","1,340.50","1,357.00","1,342.80",14.20,1.06
Adani Enterpris,"2,625.90","2,593.50","2,614.50","2,587.80",26.70,1.03
Sai Life Sci,819.00,802.00,815.35,807.00,8.35,1.03
Bajaj Finserv,"2,063.20","2,033.70","2,060.50","2,039.60",20.90,1.02
Bajaj Finserv,"2,063.20","2,033.70","2,060.50","2,039.60",20.90,1.02
Escorts Kubota,"3,482.00","3,422.40","3,478.80","3,443.60",35.20,1.02
Home First,"1,413.40","1,374.00","1,407.60","1,393.40",14.20,1.02
ICICI Bank,"1,490.00","1,472.60","1,488.60","1,473.60",15.00,1.02
Berger Paints,577.30,566.90,576.20,570.50,5.70,1
Jindal Saw,229.22,224.50,226.97,224.73,2.24,1
Jindal Saw,229.22,224.50,226.97,224.73,2.24,1
KPIL,"1,203.00","1,182.00","1,197.80","1,186.00",11.80,0.99
Sun TV Network,592.95,582.70,592.15,586.40,5.75,0.98
Tata Chemicals,977.00,952.05,972.10,962.65,9.45,0.98
Aarti Ind,429.90,417.50,427.00,422.95,4.05,0.96
Gujarat Gas,484.80,471.80,476.35,471.80,4.55,0.96
Gujarat Fluoro,"3,619.00","3,547.30","3,589.50","3,555.50",34.00,0.96
EIH,385.00,374.85,383.95,380.35,3.60,0.95
Timken,"3,575.00","3,504.50","3,533.70","3,500.60",33.10,0.95
3M India,"31,695.00","30,905.00","31,525.00","31,230.00",295.00,0.94
IndusInd Bank,854.00,841.80,851.15,843.20,7.95,0.94
UNO Minda,"1,074.90","1,049.20","1,071.40","1,061.40",10.00,0.94
Alkyl Amines,"2,253.20","2,213.00","2,233.00","2,212.60",20.40,0.92
Lupin,"1,924.00","1,905.00","1,920.50","1,903.20",17.30,0.91
Sundram,"1,037.40","1,009.10","1,017.20","1,008.00",9.20,0.91
Rainbow Child,"1,540.00","1,516.70","1,534.50","1,520.90",13.60,0.89
Tata Inv Corp,"6,862.00","6,683.50","6,775.50","6,716.00",59.50,0.89
HDFC Bank,"2,029.80","2,003.00","2,024.30","2,007.10",17.20,0.86
Reliance,"1,426.00","1,414.40","1,424.60","1,412.80",11.80,0.84
Tata Power,405.00,399.65,402.50,399.15,3.35,0.84
ACME Solar,287.71,279.06,286.19,283.83,2.36,0.83
SKF India,"5,010.00","4,936.60","4,999.20","4,958.00",41.20,0.83
Hind Zinc,449.00,443.30,446.85,443.20,3.65,0.82
Oracle Fin Serv,"8,815.00","8,663.50","8,779.00","8,707.50",71.50,0.82
Cummins,"3,625.10","3,548.10","3,616.40","3,587.40",29.00,0.81
Kirloskar Oil,926.50,901.00,916.00,908.60,7.40,0.81
Adani Total Gas,654.90,647.30,652.10,646.95,5.15,0.8
Latent View,454.40,441.50,448.55,445.00,3.55,0.8
Hindalco,696.00,689.60,695.40,690.05,5.35,0.78
Sarda Energy,455.45,445.05,452.10,448.60,3.50,0.78
Sarda Energy,455.45,445.05,452.10,448.60,3.50,0.78
IIFL Finance,536.50,523.10,533.85,529.80,4.05,0.76
Metropolis,"2,003.00","1,948.80","1,996.60","1,981.60",15.00,0.76
Voltas,"1,369.00","1,348.00","1,367.60","1,357.40",10.20,0.75
Eternal,303.55,296.30,302.05,299.80,2.25,0.75
Angel One,"2,872.00","2,791.70","2,825.80","2,805.40",20.40,0.73
BASF,"5,099.00","5,028.00","5,089.50","5,053.00",36.50,0.72
Cyient,"1,287.80","1,262.00","1,280.30","1,271.20",9.10,0.72
Whirlpool,"1,473.80","1,416.40","1,445.40","1,435.10",10.30,0.72
NALCO,199.16,196.07,198.09,196.69,1.40,0.71
Syngene Intl,690.00,664.45,680.75,676.00,4.75,0.7
SBI,825.20,811.50,820.65,815.00,5.65,0.69
Five-Star Busin,732.00,716.10,728.75,723.80,4.95,0.68
Bajaj Housing,123.12,121.47,122.27,121.46,0.81,0.67
NTPC,344.00,340.95,343.05,340.85,2.20,0.65
Wipro,261.75,258.15,261.40,259.70,1.70,0.65
HCL Tech,"1,536.00","1,518.00","1,529.80","1,520.10",9.70,0.64
Cipla,"1,476.50","1,462.40","1,473.50","1,464.40",9.10,0.62
Garden Reach Sh,"2,660.60","2,610.00","2,646.70","2,630.30",16.40,0.62
UPL,729.80,718.50,727.35,722.85,4.50,0.62
TCS,"3,182.00","3,157.60","3,179.10","3,159.60",19.50,0.62
Tanla Platforms,682.50,655.35,678.60,674.45,4.15,0.62
Axis Bank,"1,110.50","1,098.10","1,104.80","1,098.00",6.80,0.62
ICICI Prudentia,632.20,625.20,628.90,625.10,3.80,0.61
Akums Drugs P,543.65,535.05,540.95,537.75,3.20,0.6
Divis Labs,"6,679.00","6,616.00","6,653.00","6,613.00",40.00,0.6
Dr Reddys Labs,"1,252.10","1,231.00","1,247.40","1,240.00",7.40,0.6
Dr Reddys Labs,"1,252.10","1,231.00","1,247.40","1,240.00",7.40,0.6
Bosch,"38,060.00","37,515.00","37,980.00","37,755.00",225.00,0.6
Zensar Tech,822.70,787.20,816.10,811.30,4.80,0.59
Larsen,"3,490.00","3,458.60","3,484.90","3,464.60",20.30,0.59
Muthoot Finance,"2,695.40","2,658.10","2,690.00","2,674.30",15.70,0.59
Marico,722.10,711.70,720.60,716.35,4.25,0.59
PNC Infratech,318.00,312.30,316.35,314.50,1.85,0.59
New India Assur,186.00,183.60,185.30,184.23,1.07,0.58
Schneider Infra,943.90,921.00,937.95,932.60,5.35,0.57
Astral Ltd,"1,489.00","1,450.00","1,483.10","1,475.00",8.10,0.55
Zydus Life,963.20,954.50,961.95,956.75,5.20,0.54
PNB,110.25,108.18,109.92,109.33,0.59,0.54
Varun Beverages,489.20,484.80,487.75,485.25,2.50,0.52
Varun Beverages,489.20,484.80,487.75,485.25,2.50,0.52
Varun Beverages,489.20,484.80,487.75,485.25,2.50,0.52
AIA Engineering,"3,368.00","3,311.90","3,354.50","3,337.80",16.70,0.5
IRB Infra,48.88,48.09,48.60,48.36,0.24,0.5
IRB Infra,48.88,48.09,48.60,48.36,0.24,0.5
HFCL,81.62,79.87,80.71,80.32,0.39,0.49
Hero Motocorp,"4,377.00","4,325.90","4,363.70","4,342.40",21.30,0.49
Power Grid Corp,299.65,297.10,299.25,297.80,1.45,0.49
Ashok Leyland,124.95,123.05,124.60,124.00,0.60,0.48
Clean Science,"1,314.80","1,288.30","1,304.80","1,298.70",6.10,0.47
Kotak Mahindra,"2,179.80","2,156.20","2,170.40","2,160.20",10.20,0.47
Manappuram Fin,274.40,269.80,273.30,272.05,1.25,0.46
Oil India,456.00,448.00,453.40,451.35,2.05,0.45
Dr Lal PathLab,"3,055.10","2,980.00","3,017.20","3,004.00",13.20,0.44
Indian Renew,157.50,155.25,156.91,156.22,0.69,0.44
Asian Paints,"2,384.70","2,352.60","2,375.40","2,365.20",10.20,0.43
JSW Energy,535.80,531.00,533.85,531.55,2.30,0.43
SBFC Finance,119.00,117.50,118.57,118.06,0.51,0.43
Coal India,392.45,388.85,390.75,389.10,1.65,0.42
Jaiprakash Pow,22.19,20.86,21.51,21.42,0.09,0.42
Narayana Hruda,"2,005.00","1,983.90","1,993.90","1,985.50",8.40,0.42
Tata Elxsi,"6,259.00","6,190.00","6,235.50","6,210.00",25.50,0.41
Rail Vikas,375.45,367.00,373.70,372.25,1.45,0.39
Welspun Corp,921.20,907.00,918.65,915.05,3.60,0.39
Nestle,"2,469.00","2,433.60","2,452.50","2,443.50",9.00,0.37
Nestle,"2,469.00","2,433.60","2,452.50","2,443.50",9.00,0.37
Swiggy,421.00,412.60,418.70,417.15,1.55,0.37
IDFC First Bank,73.20,71.83,72.70,72.44,0.26,0.36
M&M,"3,303.00","3,248.00","3,268.80","3,257.20",11.60,0.36
BSE Limited,"2,566.90","2,510.00","2,557.20","2,548.40",8.80,0.35
Himadri Special,518.90,506.80,514.85,513.15,1.70,0.33
LIC India,925.45,914.70,922.00,919.05,2.95,0.32
Alembic Pharma,"1,030.00","1,005.00","1,019.60","1,016.40",3.20,0.31
Union Bank,144.10,141.60,143.38,142.93,0.45,0.31
Container Corp,611.40,603.75,609.35,607.50,1.85,0.3
JSW Steel,"1,037.80","1,025.00","1,033.80","1,030.70",3.10,0.3
PG Electroplast,797.40,776.75,791.15,788.90,2.25,0.29
PG Electroplast,797.40,776.75,791.15,788.90,2.25,0.29
BHEL,251.80,247.75,251.20,250.50,0.70,0.28
Endurance Techn,"2,662.70","2,591.40","2,623.20","2,616.00",7.20,0.28
Kansai Nerolac,248.40,245.15,247.05,246.35,0.70,0.28
Tata Comm,"1,752.10","1,715.60","1,741.60","1,736.70",4.90,0.28
Bandhan Bank,181.79,179.65,181.43,180.94,0.49,0.27
Sun Pharma,"1,689.60","1,671.40","1,682.50","1,678.00",4.50,0.27
Avenue Supermar,"4,050.50","3,995.10","4,043.90","4,033.30",10.60,0.26
TVS Motor,"2,835.60","2,793.10","2,802.60","2,795.40",7.20,0.26
IOC,152.60,150.72,152.35,151.98,0.37,0.24
Infosys,"1,591.90","1,550.00","1,574.50","1,570.90",3.60,0.23
Aegis Logistics,758.50,749.45,753.45,751.90,1.55,0.21
Bank of Mah,56.76,56.07,56.50,56.38,0.12,0.21
ITI,317.95,312.25,313.80,313.15,0.65,0.21
Railtel,406.20,397.85,402.75,401.90,0.85,0.21
Usha Martin,383.60,374.00,381.10,380.30,0.80,0.21
Vijaya Diagnost,"1,025.00","1,005.80","1,017.75","1,015.75",2.00,0.2
Britannia,"5,757.00","5,670.00","5,719.50","5,708.50",11.00,0.19
Federal Bank,213.50,211.70,212.81,212.40,0.41,0.19
IRCTC,762.95,756.80,761.95,760.60,1.35,0.18
NHPC,87.34,86.15,86.48,86.33,0.15,0.17
SignatureGlobal,"1,227.90","1,206.70","1,221.40","1,219.60",1.80,0.15
Radico Khaitan,"2,785.90","2,740.00","2,762.10","2,758.20",3.90,0.14
Wockhardt,"1,743.00","1,685.10","1,713.70","1,711.30",2.40,0.14
Inox Wind,167.21,164.50,165.74,165.53,0.21,0.13
JK Tyre Ind,356.95,350.10,353.55,353.10,0.45,0.13
CESC,179.15,177.58,178.14,177.93,0.21,0.12
HDFC AMC,"5,619.50","5,573.00","5,599.00","5,592.50",6.50,0.12
Aditya Birla F,76.11,74.84,75.73,75.64,0.09,0.12
PVR INOX,"1,035.00","1,005.00","1,019.85","1,018.65",1.20,0.12
Finolex Cables,928.00,917.65,922.45,921.40,1.05,0.11
Hyundai Motor,"2,136.20","2,100.00","2,117.10","2,114.90",2.20,0.1
Inox India,"1,234.90","1,206.00","1,224.20","1,223.00",1.20,0.1
RamkrishnaForge,633.00,625.20,630.10,629.50,0.60,0.1
Bank of India,113.55,112.34,113.23,113.13,0.10,0.09
Guj Mineral,472.40,449.15,457.90,457.50,0.40,0.09
HEG,544.00,531.30,541.15,540.65,0.50,0.09
HEG,544.00,531.30,541.15,540.65,0.50,0.09
JB Chemicals,"1,703.50","1,683.30","1,689.10","1,687.60",1.50,0.09
JB Chemicals,"1,703.50","1,683.30","1,689.10","1,687.60",1.50,0.09
Karur Vysya,272.40,267.50,271.30,271.05,0.25,0.09
Tube Investment,"2,977.80","2,942.10","2,952.20","2,949.50",2.70,0.09
Zen Tech,"1,907.90","1,870.30","1,900.10","1,898.30",1.80,0.09
Tata Tech,718.95,710.15,716.15,715.60,0.55,0.08
Alkem Lab,"5,004.90","4,960.00","4,975.10","4,971.80",3.30,0.07
Jyothy Labs,342.30,335.65,340.00,339.75,0.25,0.07
Gravita India,"1,736.80","1,720.00","1,725.00","1,724.10",0.90,0.05
Eicher Motors,"5,462.00","5,422.00","5,441.50","5,439.50",2.00,0.04
Siemens,"3,162.00","3,111.80","3,143.10","3,141.80",1.30,0.04
Authum Invest,"2,896.00","2,865.00","2,889.00","2,888.00",1.00,0.03
Bharti Hexacom,"1,820.60","1,795.00","1,814.30","1,813.70",0.60,0.03
SBI Life Insura,"1,818.50","1,792.00","1,809.50","1,809.00",0.50,0.03
AB Capital,269.85,264.60,268.60,268.55,0.05,0.02
Rashtriya Chem,155.24,152.65,154.04,154.01,0.03,0.02
Adani Ports,"1,438.50","1,419.00","1,420.80","1,420.70",0.10,0.01
Sundaram Fin,"5,229.00","5,145.00","5,187.00","5,186.50",0.50,0.01
