company_name,high,low,last_price,prev_close,change,percent_gain
PG Electroplast,813.90,783.90,808.90,783.65,25.25,3.22
Devyani Int,176.50,169.60,174.90,169.47,5.43,3.2
Supreme Ind,"4,250.40","4,125.70","4,240.50","4,112.00",128.50,3.13
Godawari Power,190.00,182.06,188.59,182.93,5.66,3.09
Godawari Power,190.00,182.06,188.59,182.93,5.66,3.09
Home First,"1,442.10","1,385.00","1,426.20","1,384.00",42.20,3.05
Chennai Petro,749.35,719.55,743.70,721.90,21.80,3.02
PI Industries,"4,179.00","4,059.90","4,172.00","4,050.10",121.90,3.01
Biocon,391.50,380.75,390.45,379.10,11.35,2.99
Syngene Intl,659.90,642.20,655.35,636.30,19.05,2.99
Firstsource Sol,360.95,350.75,359.00,348.60,10.40,2.98
TVS Motor,"2,901.70","2,799.00","2,885.00","2,802.20",82.80,2.95
Blue Star,"1,902.30","1,834.50","1,882.30","1,828.50",53.80,2.94
CAMS,"4,262.50","4,121.00","4,248.40","4,127.50",120.90,2.93
Craftsman,"6,174.00","5,963.00","6,129.00","5,955.00",174.00,2.92
GNFC,552.70,537.40,551.10,535.60,15.50,2.89
Bandhan Bank,182.00,175.26,180.15,175.14,5.01,2.86
Escorts Kubota,"3,366.40","3,275.10","3,357.40","3,264.40",93.00,2.85
Gillette India,"11,500.00","10,720.00","10,996.00","10,691.00",305.00,2.85
Petronet LNG,312.80,305.25,312.40,303.80,8.60,2.83
Amber Enterpris,"7,911.50","7,660.00","7,840.00","7,625.00",215.00,2.82
Bombay Burmah,"2,018.00","1,940.00","1,994.50","1,940.10",54.40,2.8
Kirloskar Bros,"2,248.50","2,125.00","2,214.00","2,153.60",60.40,2.8
Bajaj Auto,"8,326.00","8,090.00","8,311.00","8,087.50",223.50,2.76
Delhivery,418.50,404.80,417.55,406.35,11.20,2.76
Birlasoft,432.50,418.55,430.05,418.60,11.45,2.74
DCM Shriram,"1,437.00","1,361.00","1,402.40","1,365.10",37.30,2.73
Inox India,"1,275.00","1,228.00","1,264.20","1,230.90",33.30,2.71
MRPL,146.30,142.08,145.78,141.98,3.80,2.68
Sun Pharma,"1,730.90","1,687.90","1,727.50","1,682.60",44.90,2.67
Dr Lal PathLab,"2,982.00","2,875.80","2,974.30","2,897.50",76.80,2.65
UNO Minda,"1,109.50","1,077.10","1,105.90","1,077.50",28.40,2.64
Suzlon Energy,67.40,65.47,67.17,65.44,1.73,2.64
RamkrishnaForge,679.30,650.55,664.95,648.00,16.95,2.62
MOTHERSON,158.92,153.36,156.01,152.24,3.77,2.48
Cohance Life,"1,074.90","1,030.00","1,056.65","1,031.25",25.40,2.46
Alkyl Amines,"2,320.00","2,251.20","2,306.10","2,251.10",55.00,2.44
Manappuram Fin,269.70,263.65,269.35,263.10,6.25,2.38
Indegene,586.00,563.50,577.05,563.75,13.30,2.36
Bharat Forge,"1,241.00","1,200.00","1,237.40","1,209.00",28.40,2.35
Yes Bank,20.65,19.98,20.46,19.99,0.47,2.35
Piramal Enter,"1,351.00","1,296.20","1,323.30","1,293.30",30.00,2.32
Godrej Ind,"1,124.50","1,090.00","1,121.80","1,096.70",25.10,2.29
IGIL,404.00,390.05,399.05,390.45,8.60,2.2
Shriram Finance,688.00,670.70,684.45,669.75,14.70,2.19
Shriram Finance,688.00,670.70,684.45,669.75,14.70,2.19
Polycab,"6,955.50","6,800.00","6,944.50","6,796.50",148.00,2.18
Fortis Health,807.40,780.00,799.25,782.30,16.95,2.17
UPL,675.80,661.95,673.80,659.50,14.30,2.17
Bayer CropScien,"6,410.00","6,209.00","6,359.00","6,224.50",134.50,2.16
Motherson SWI,65.50,63.62,64.73,63.38,1.35,2.13
Tata Tech,742.00,715.20,731.95,716.80,15.15,2.11
Tube Investment,"2,946.90","2,855.80","2,930.30","2,871.00",59.30,2.07
UTI AMC,"1,450.00","1,396.00","1,436.80","1,407.70",29.10,2.07
Deepak Fert,"1,658.30","1,597.20","1,602.60","1,570.40",32.20,2.05
Syrma SGS,700.75,680.20,695.45,681.45,14.00,2.05
Indian Hotels,746.95,727.50,744.05,729.15,14.90,2.04
Navin Fluorine,"5,095.00","4,983.00","5,080.60","4,979.00",101.60,2.04
Balrampur Chini,625.00,611.25,622.80,610.50,12.30,2.01
LIC Housing Fin,620.00,608.50,619.00,606.90,12.10,1.99
Jubilant Ing.,832.40,808.50,823.35,807.45,15.90,1.97
Caplin Labs,"2,094.90","2,034.10","2,072.90","2,033.10",39.80,1.96
LT Foods,499.90,480.40,491.20,481.75,9.45,1.96
Apollo Hospital,"7,374.00","7,227.50","7,360.50","7,220.00",140.50,1.95
MphasiS,"2,889.60","2,819.00","2,884.80","2,829.50",55.30,1.95
City Union Bank,218.94,213.84,218.04,213.86,4.18,1.95
KPIT Tech,"1,296.50","1,265.60","1,291.90","1,267.20",24.70,1.95
Vardhman Text,504.70,490.50,501.15,491.55,9.60,1.95
Shyam Metalics,875.00,853.40,871.95,855.30,16.65,1.95
Ajanta Pharma,"2,715.40","2,627.90","2,697.70","2,646.40",51.30,1.94
Bank of Mah,57.64,56.22,57.17,56.08,1.09,1.94
Aarti Ind,454.10,443.95,451.80,443.30,8.50,1.92
Alkem Lab,"4,944.50","4,836.30","4,933.20","4,840.70",92.50,1.91
Bata India,"1,272.80","1,240.90","1,259.20","1,235.60",23.60,1.91
Chola Invest.,"1,561.00","1,519.00","1,557.00","1,528.40",28.60,1.87
KFin Tech,"1,304.50","1,270.80","1,299.30","1,275.60",23.70,1.86
Varun Beverages,470.70,462.25,469.80,461.20,8.60,1.86
Varun Beverages,470.70,462.25,469.80,461.20,8.60,1.86
Varun Beverages,470.70,462.25,469.80,461.20,8.60,1.86
APL Apollo,"1,726.00","1,687.30","1,723.50","1,692.50",31.00,1.83
Route,"1,007.70",984.60,"1,002.20",984.20,18.00,1.83
Techno Electric,"1,579.80","1,533.90","1,572.20","1,544.00",28.20,1.83
Triveni Turbine,666.20,650.00,660.80,649.00,11.80,1.82
Aegis Logistics,753.00,737.35,751.05,737.85,13.20,1.79
LTIMindtree,"5,273.50","5,158.50","5,250.50","5,158.00",92.50,1.79
Railtel,426.00,415.00,417.10,409.90,7.20,1.76
ABSL AMC,868.00,852.50,864.65,850.05,14.60,1.72
Tanla Platforms,656.35,637.00,645.90,634.95,10.95,1.72
SRF,"3,235.00","3,169.40","3,223.60","3,169.40",54.20,1.71
Jubilant Food,692.00,680.00,691.25,679.80,11.45,1.68
Marico,742.20,726.25,740.20,728.00,12.20,1.68
Finolex Ind,208.80,204.42,208.32,204.91,3.41,1.66
NBCC (India),116.70,113.18,114.90,113.03,1.87,1.65
Bajaj Finserv,"2,046.00","2,004.10","2,036.50","2,003.60",32.90,1.64
Bajaj Finserv,"2,046.00","2,004.10","2,036.50","2,003.60",32.90,1.64
Chambal Fert,555.55,543.90,553.40,544.75,8.65,1.59
PB Fintech,"1,863.70","1,829.90","1,860.40","1,831.20",29.20,1.59
Kansai Nerolac,250.05,245.95,249.80,245.95,3.85,1.57
NCC,229.24,225.01,228.79,225.30,3.49,1.55
IndusInd Bank,886.75,869.65,881.00,867.60,13.40,1.54
Ramco Cements,"1,156.10","1,124.20","1,151.30","1,133.80",17.50,1.54
PCBL Chemical,429.00,416.75,420.70,414.35,6.35,1.53
Nuvama Wealth,"7,575.00","7,360.00","7,531.50","7,418.50",113.00,1.52
Cummins,"3,584.00","3,501.00","3,576.50","3,523.80",52.70,1.5
Tata Motors,685.95,674.30,684.40,674.50,9.90,1.47
Tata Motors,685.95,674.30,684.40,674.50,9.90,1.47
Star Health,430.70,421.05,428.35,422.20,6.15,1.46
AIA Engineering,"3,472.00","3,372.80","3,398.20","3,349.60",48.60,1.45
Voltas,"1,400.00","1,375.00","1,396.60","1,376.80",19.80,1.44
CDSL,"1,706.00","1,666.60","1,701.40","1,677.40",24.00,1.43
KPIL,"1,222.90","1,190.40","1,215.90","1,198.80",17.10,1.43
Raymond,703.00,688.00,696.55,686.70,9.85,1.43
JK Tyre Ind,373.95,368.30,371.30,366.10,5.20,1.42
Trent,"5,405.00","5,309.00","5,390.00","5,314.50",75.50,1.42
Bank of Baroda,245.29,240.74,244.32,240.92,3.40,1.41
One 97 Paytm,999.80,961.00,988.45,974.70,13.75,1.41
IGL,220.89,215.60,220.27,217.27,3.00,1.38
MCX India,"8,355.00","8,215.50","8,322.00","8,209.00",113.00,1.38
PNB,113.13,110.75,112.24,110.72,1.52,1.37
IRB Infra,48.85,47.87,48.59,47.95,0.64,1.33
IRB Infra,48.85,47.87,48.59,47.95,0.64,1.33
Apollo Tyres,461.50,455.05,459.45,453.50,5.95,1.31
CCL Products,899.95,871.40,888.30,876.85,11.45,1.31
MRF,"151,300.00","148,270.00","150,785.00","148,845.00","1,940.00",1.3
Blue Dart,"6,925.00","6,781.50","6,912.00","6,824.00",88.00,1.29
Lupin,"1,960.00","1,914.20","1,950.70","1,926.10",24.60,1.28
Guj Mineral,384.00,375.55,381.25,376.50,4.75,1.26
Bosch,"38,850.00","37,885.00","38,320.00","37,845.00",475.00,1.26
Olectra Greente,"1,243.60","1,212.90","1,227.40","1,212.30",15.10,1.25
Castrol,226.34,223.64,225.55,222.79,2.76,1.24
Granules India,493.50,484.85,491.75,485.75,6.00,1.24
Wipro,259.85,252.80,257.40,254.25,3.15,1.24
ZFCVINDIA,"13,250.00","12,925.00","13,154.00","12,994.00",160.00,1.23
Gujarat Fluoro,"3,478.00","3,405.00","3,453.70","3,412.20",41.50,1.22
Aurobindo Pharm,"1,157.00","1,134.00","1,152.00","1,138.60",13.40,1.18
BASF,"5,082.00","5,001.50","5,057.50","4,998.50",59.00,1.18
M&M,"3,148.30","3,082.90","3,128.60","3,092.10",36.50,1.18
Jindal Steel,946.00,932.35,943.85,933.05,10.80,1.16
IOB,39.29,38.72,39.05,38.61,0.44,1.14
Pidilite Ind,"3,003.10","2,966.00","2,998.20","2,964.40",33.80,1.14
UCO Bank,32.27,31.70,31.97,31.61,0.36,1.14
Bajaj Housing,121.94,120.10,121.22,119.86,1.36,1.13
Lemon Tree,155.80,152.01,153.83,152.12,1.71,1.12
BLS Internation,389.80,381.00,384.25,380.05,4.20,1.11
Chola Fin Hold,"2,090.60","2,039.90","2,072.50","2,049.80",22.70,1.11
Akums Drugs P,564.40,550.45,556.85,550.80,6.05,1.1
Dalmia Bharat,"2,193.70","2,146.10","2,182.30","2,159.10",23.20,1.07
BPCL,350.50,346.15,348.05,344.40,3.65,1.06
Canara Bank,115.80,113.63,114.87,113.67,1.20,1.06
Canara Bank,115.80,113.63,114.87,113.67,1.20,1.06
PNB Housing Fin,"1,107.00","1,078.30","1,099.60","1,088.10",11.50,1.06
Bajaj Finance,930.60,918.00,928.40,918.85,9.55,1.04
Colgate,"2,412.00","2,384.00","2,402.90","2,378.10",24.80,1.04
Latent View,437.00,427.35,432.50,428.05,4.45,1.04
Thermax,"3,481.00","3,435.50","3,479.40","3,444.20",35.20,1.02
Torrent Pharma,"3,451.70","3,376.40","3,439.60","3,404.90",34.70,1.02
Vedant Fashions,807.40,787.00,798.40,790.35,8.05,1.02
Inventurus Know,"1,628.30","1,583.00","1,607.70","1,591.70",16.00,1.01
Lodha Developer,"1,439.90","1,416.30","1,434.00","1,419.70",14.30,1.01
COFORGE LTD.,"1,915.00","1,872.20","1,893.90","1,875.00",18.90,1.01
Solar Ind,"15,493.00","15,213.00","15,366.00","15,213.00",153.00,1.01
HBL Eng,610.80,599.05,605.80,599.75,6.05,1.01
CESC,183.00,180.01,181.85,180.07,1.78,0.99
JBM Auto,651.80,640.90,644.65,638.30,6.35,0.99
Nestle,"2,420.00","2,380.10","2,416.30","2,392.90",23.40,0.98
Nestle,"2,420.00","2,380.10","2,416.30","2,392.90",23.40,0.98
INDUS TOWERS,409.80,404.15,408.00,404.10,3.90,0.97
Ipca Labs,"1,475.20","1,454.60","1,470.90","1,456.80",14.10,0.97
Infosys,"1,603.60","1,564.00","1,585.60","1,570.30",15.30,0.97
Shipping Corp,221.44,217.40,219.24,217.13,2.11,0.97
LIC India,927.00,916.40,925.20,916.40,8.80,0.96
Asahi India,856.20,836.10,843.80,835.85,7.95,0.95
New India Assur,185.93,183.38,185.09,183.36,1.73,0.94
SBI,821.00,810.50,816.45,808.85,7.60,0.94
TATA Cons. Prod,"1,085.00","1,067.50","1,081.80","1,071.80",10.00,0.93
Max Healthcare,"1,263.60","1,240.80","1,261.10","1,249.60",11.50,0.92
TCS,"3,259.40","3,206.00","3,252.30","3,222.70",29.60,0.92
Eicher Motors,"5,642.50","5,568.50","5,591.00","5,540.50",50.50,0.91
MMTC,69.74,68.01,68.50,67.88,0.62,0.91
Cyient,"1,317.70","1,291.40","1,305.40","1,293.80",11.60,0.9
NLC India,229.99,225.80,229.64,227.60,2.04,0.9
IEX,209.40,206.30,208.98,207.13,1.85,0.89
Tata Comm,"1,732.40","1,710.00","1,728.70","1,713.40",15.30,0.89
IRFC,136.57,133.80,135.29,134.11,1.18,0.88
Motilal Oswal,948.40,929.00,944.65,936.40,8.25,0.88
Oberoi Realty,"1,853.50","1,816.10","1,820.10","1,804.20",15.90,0.88
V-Guard Ind,399.95,393.30,396.45,393.00,3.45,0.88
IOC,151.90,150.54,151.40,150.10,1.30,0.87
KEC Intl,887.70,866.00,878.95,871.55,7.40,0.85
PVR INOX,"1,017.00",977.20,989.55,981.25,8.30,0.85
Transformers,514.25,504.45,512.25,507.95,4.30,0.85
Balkrishna Ind,"2,677.80","2,649.60","2,672.00","2,649.80",22.20,0.84
Adani Ports,"1,449.30","1,429.00","1,445.10","1,433.00",12.10,0.84
HINDPETRO,441.00,429.10,433.45,429.90,3.55,0.83
HUDCO,235.88,231.62,233.35,231.43,1.92,0.83
Dr Reddys Labs,"1,264.50","1,241.00","1,260.90","1,250.60",10.30,0.82
Dr Reddys Labs,"1,264.50","1,241.00","1,260.90","1,250.60",10.30,0.82
Exide Ind,386.80,383.80,386.50,383.35,3.15,0.82
R R Kabel,"1,389.30","1,367.30","1,380.40","1,369.20",11.20,0.82
Mastek,"2,539.00","2,481.70","2,524.00","2,503.80",20.20,0.81
Aditya Birla F,77.44,76.61,77.22,76.60,0.62,0.81
Tata Chemicals,938.25,921.20,931.40,923.95,7.45,0.81
DLF,842.50,824.20,833.50,826.90,6.60,0.8
EIH,380.80,374.50,378.80,375.80,3.00,0.8
Sapphire Foods,335.65,330.30,333.35,330.70,2.65,0.8
Sapphire Foods,335.65,330.30,333.35,330.70,2.65,0.8
Berger Paints,574.95,556.75,561.20,556.85,4.35,0.78
360 ONE WAM,"1,207.60","1,180.00","1,197.30","1,188.20",9.10,0.77
360 ONE WAM,"1,207.60","1,180.00","1,197.30","1,188.20",9.10,0.77
United Brewerie,"1,995.20","1,958.00","1,971.30","1,956.20",15.10,0.77
Havells India,"1,541.00","1,522.60","1,538.00","1,526.40",11.60,0.76
Waaree Energies,"3,280.00","3,190.90","3,221.30","3,197.00",24.30,0.76
RHI Magnesita,484.60,476.50,479.05,475.50,3.55,0.75
Praj Industries,501.70,492.50,495.40,491.70,3.70,0.75
JB Chemicals,"1,657.70","1,627.00","1,650.10","1,637.90",12.20,0.74
JB Chemicals,"1,657.70","1,627.00","1,650.10","1,637.90",12.20,0.74
Bharti Hexacom,"1,806.10","1,759.10","1,774.70","1,761.90",12.80,0.73
SJVN,99.37,97.54,99.03,98.31,0.72,0.73
Jubilant Pharmo,"1,206.50","1,194.00","1,202.60","1,194.00",8.60,0.72
Zen Tech,"1,855.00","1,820.40","1,837.80","1,824.80",13.00,0.71
Adani Green Ene,"1,042.00","1,026.00","1,033.10","1,025.90",7.20,0.7
Bank of India,116.36,114.75,115.79,114.98,0.81,0.7
Bharti Airtel,"1,943.00","1,923.20","1,934.20","1,920.90",13.30,0.69
Container Corp,623.95,614.00,619.80,615.55,4.25,0.69
Krishna Inst.,719.00,710.30,715.20,710.30,4.90,0.69
Krishna Inst.,719.00,710.30,715.20,710.30,4.90,0.69
Sona BLW,459.90,450.50,455.35,452.25,3.10,0.69
Sonata,438.30,432.40,435.90,432.90,3.00,0.69
Coal India,387.25,383.45,386.45,383.85,2.60,0.68
Astral Ltd,"1,507.80","1,483.90","1,505.00","1,495.00",10.00,0.67
Just Dial,957.90,935.05,941.15,934.85,6.30,0.67
Jio Financial,322.55,318.30,321.20,319.10,2.10,0.66
Adani Enterpris,"2,606.90","2,576.00","2,598.20","2,581.30",16.90,0.65
Hindalco,674.25,662.90,670.85,666.50,4.35,0.65
General Insuran,387.90,382.05,385.30,382.85,2.45,0.64
ITC,422.40,419.00,422.10,419.40,2.70,0.64
SKF India,"4,912.40","4,835.00","4,872.70","4,841.60",31.10,0.64
AU Small Financ,820.80,801.10,810.05,804.95,5.10,0.63
HDFC Bank,"2,003.60","1,973.00","1,995.50","1,983.00",12.50,0.63
Karur Vysya,274.90,268.80,271.70,270.00,1.70,0.63
REC,402.30,399.10,401.35,398.85,2.50,0.63
Wockhardt,"1,867.00","1,807.00","1,828.00","1,816.70",11.30,0.62
HFCL,83.25,82.08,82.72,82.23,0.49,0.6
Tata Inv Corp,"6,624.00","6,557.00","6,580.50","6,541.00",39.50,0.6
GAIL,184.99,182.32,184.71,183.64,1.07,0.58
India Cements,350.10,345.30,347.80,345.80,2.00,0.58
Ircon Internati,195.23,191.15,192.17,191.07,1.10,0.58
Ircon Internati,195.23,191.15,192.17,191.07,1.10,0.58
Godrej Prop,"2,297.00","2,243.00","2,269.70","2,256.90",12.80,0.57
Minda Corp,522.50,515.20,519.35,516.40,2.95,0.57
Sundaram Fin,"5,094.00","5,023.00","5,075.00","5,046.00",29.00,0.57
Brigade Ent,"1,102.10","1,081.20","1,091.00","1,084.90",6.10,0.56
Deepak Nitrite,"1,996.00","1,966.40","1,975.60","1,964.60",11.00,0.56
GE Vernova TD,"2,348.40","2,285.00","2,298.80","2,286.20",12.60,0.55
ICICI Bank,"1,433.80","1,419.00","1,430.80","1,423.00",7.80,0.55
Redington,313.90,304.75,309.60,307.95,1.65,0.54
NALCO,191.22,188.46,190.48,189.47,1.01,0.53
BEML,"4,695.00","4,587.00","4,619.00","4,594.90",24.10,0.52
Federal Bank,212.78,210.20,211.67,210.57,1.10,0.52
Page Industries,"49,300.00","48,460.00","49,020.00","48,765.00",255.00,0.52
Sarda Energy,448.80,439.15,443.20,440.90,2.30,0.52
Sarda Energy,448.80,439.15,443.20,440.90,2.30,0.52
SAIL,135.13,132.58,134.88,134.19,0.69,0.51
Ambuja Cements,594.80,588.35,593.10,590.15,2.95,0.5
Shree Renuka,32.82,32.28,32.45,32.29,0.16,0.5
Bikaji Foods,729.40,720.50,724.20,720.65,3.55,0.49
JK Bank,114.90,111.76,112.34,111.79,0.55,0.49
PTC Industries,"14,688.00","14,297.00","14,558.00","14,487.00",71.00,0.49
Endurance Techn,"2,764.90","2,695.00","2,704.80","2,692.00",12.80,0.48
Oracle Fin Serv,"8,864.00","8,685.00","8,775.00","8,733.50",41.50,0.48
Emcure Pharmace,"1,374.90","1,343.00","1,361.60","1,355.20",6.40,0.47
IRCTC,776.90,769.30,773.95,770.30,3.65,0.47
Cipla,"1,492.40","1,469.40","1,490.90","1,484.00",6.90,0.46
Eris Life,"1,780.00","1,732.10","1,754.30","1,746.50",7.80,0.45
United Spirits,"1,374.00","1,358.10","1,370.20","1,364.00",6.20,0.45
Kalyan Jeweller,594.70,585.35,588.25,585.75,2.50,0.43
Honeywell Autom,"41,075.00","40,380.00","40,730.00","40,555.00",175.00,0.43
Bharat Elec,412.90,407.80,408.95,407.30,1.65,0.41
HUL,"2,529.90","2,510.00","2,526.90","2,516.60",10.30,0.41
Go Digit,356.25,346.00,353.55,352.15,1.40,0.4
Gujarat Pipavav,161.55,158.88,159.27,158.63,0.64,0.4
Indian Renew,160.75,158.91,159.64,159.00,0.64,0.4
Mah Seamless,713.05,702.70,708.90,706.10,2.80,0.4
Vedanta,451.25,445.10,450.00,448.20,1.80,0.4
CG Power ,683.50,671.50,677.45,674.80,2.65,0.39
Laurus Labs,834.35,820.45,827.05,823.85,3.20,0.39
SBFC Finance,120.00,117.10,117.84,117.38,0.46,0.39
Trident,31.68,31.23,31.31,31.19,0.12,0.38
Avenue Supermar,"4,058.00","3,991.70","4,026.70","4,011.30",15.40,0.38
PNC Infratech,310.35,303.00,306.20,305.05,1.15,0.38
Pfizer,"5,495.50","5,406.50","5,431.00","5,411.00",20.00,0.37
GlaxoSmithKline,"3,227.20","3,176.80","3,199.30","3,187.90",11.40,0.36
Jupiter Wagons,375.90,367.85,370.20,368.90,1.30,0.35
TITAGARH,948.95,930.00,942.15,938.90,3.25,0.35
RITES,282.70,279.10,279.90,278.95,0.95,0.34
Tata Power,405.30,398.85,403.90,402.55,1.35,0.34
Welspun Living,140.78,138.29,138.76,138.29,0.47,0.34
Data Patterns,"2,909.90","2,852.00","2,872.20","2,862.70",9.50,0.33
Gujarat Gas,469.95,461.60,464.70,463.15,1.55,0.33
Gland,"1,923.70","1,879.20","1,895.80","1,889.60",6.20,0.33
Guj State Petro,327.30,321.35,323.95,322.90,1.05,0.33
Glenmark,"2,233.90","2,170.40","2,226.10","2,219.20",6.90,0.31
EID Parry,"1,169.90","1,149.50","1,160.70","1,157.20",3.50,0.3
Info Edge,"1,407.30","1,379.80","1,403.20","1,399.00",4.20,0.3
Titan Company,"3,422.00","3,387.70","3,415.00","3,404.70",10.30,0.3
Newgen Software,"1,099.20","1,074.00","1,079.60","1,076.50",3.10,0.29
Godrej Consumer,"1,278.30","1,261.20","1,270.10","1,266.60",3.50,0.28
IIFL Finance,531.00,521.95,525.00,523.55,1.45,0.28
Schaeffler Ind,"4,286.50","4,202.20","4,236.00","4,224.60",11.40,0.27
Max Financial,"1,586.00","1,560.60","1,582.80","1,578.50",4.30,0.27
Hind Zinc,441.80,435.10,437.45,436.35,1.10,0.25
3M India,"30,195.00","29,705.00","29,760.00","29,690.00",70.00,0.24
GMR Airports,92.24,90.75,91.88,91.66,0.22,0.24
Zensar Tech,818.55,801.60,810.50,808.65,1.85,0.23
APTUS VALUE,348.60,342.60,345.85,345.10,0.75,0.22
Hindustan Aeron,"4,932.00","4,882.00","4,896.80","4,886.20",10.60,0.22
Hindustan Aeron,"4,932.00","4,882.00","4,896.80","4,886.20",10.60,0.22
Rail Vikas,391.45,382.00,383.15,382.30,0.85,0.22
Usha Martin,398.25,388.25,390.35,389.60,0.75,0.19
Afcons Infra,427.80,421.65,423.15,422.40,0.75,0.18
Maruti Suzuki,"12,598.00","12,481.00","12,536.00","12,514.00",22.00,0.18
Sundram,"1,049.80","1,030.50","1,036.60","1,034.70",1.90,0.18
Jindal Saw,226.23,223.24,224.65,224.25,0.40,0.18
Jindal Saw,226.23,223.24,224.65,224.25,0.40,0.18
Zee Entertain,146.99,142.88,143.22,142.96,0.26,0.18
Divis Labs,"6,818.50","6,734.50","6,790.00","6,778.50",11.50,0.17
LT Technology,"4,384.90","4,322.50","4,350.50","4,343.20",7.30,0.17
Adani Total Gas,653.45,645.50,647.75,646.70,1.05,0.16
Garden Reach Sh,"2,745.00","2,613.30","2,673.40","2,669.00",4.40,0.16
Hyundai Motor,"2,166.40","2,126.30","2,152.30","2,148.80",3.50,0.16
Dabur India,528.90,523.15,527.00,526.20,0.80,0.15
Tech Mahindra,"1,594.90","1,553.00","1,579.00","1,576.70",2.30,0.15
Aditya Birla Re,"2,253.50","2,218.50","2,234.80","2,231.60",3.20,0.14
Kajaria Ceramic,"1,206.90","1,172.00","1,185.30","1,183.70",1.60,0.14
SignatureGlobal,"1,263.60","1,239.00","1,255.00","1,253.20",1.80,0.14
Britannia,"5,820.00","5,762.00","5,785.50","5,778.00",7.50,0.13
Timken,"3,419.80","3,360.00","3,377.00","3,372.80",4.20,0.12
Bajaj Holdings,"14,350.00","14,008.00","14,164.00","14,148.00",16.00,0.11
IFCI,64.40,62.55,62.98,62.91,0.07,0.11
Reliance,"1,496.50","1,482.40","1,485.40","1,483.70",1.70,0.11
ACC,"1,998.00","1,970.90","1,979.90","1,977.90",2.00,0.1
Godrej Agrovet,786.80,770.30,774.50,773.75,0.75,0.1
KNR Construct,220.68,218.08,219.17,218.96,0.21,0.1
HEG,541.65,528.05,531.90,531.45,0.45,0.08
HEG,541.65,528.05,531.90,531.45,0.45,0.08
Sammaan Capital,126.17,123.83,124.30,124.20,0.10,0.08
NTPC Green Ener,111.39,108.80,110.09,110.01,0.08,0.07
BHEL,259.35,255.70,257.50,257.35,0.15,0.06
Mazagon Dock,"3,149.50","3,095.70","3,115.40","3,113.60",1.80,0.06
Mazagon Dock,"3,149.50","3,095.70","3,115.40","3,113.60",1.80,0.06
Alembic Pharma,"1,044.80","1,021.00","1,030.50","1,030.40",0.10,0.01
Linde India,"6,883.50","6,805.00","6,841.50","6,840.50",1.00,0.01
Vishal Mega Mar,138.45,135.83,137.10,137.09,0.01,0.01
