company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"8,355.00","8,262.50","8,330.00","8,302.50",27.5,0.33
DLF,856.00,839.05,847.05,844.30,2.75,0.33
NLC India,243.40,237.60,239.18,238.40,0.78,0.33
Adani Enterpris,"2,654.50","2,605.30","2,616.60","2,608.50",8.1,0.31
INDUS TOWERS,407.85,402.85,406.25,405.00,1.25,0.31
Honeywell Autom,"40,810.00","40,465.00","40,595.00","40,470.00",125,0.31
Page Industries,"47,490.00","46,980.00","47,285.00","47,145.00",140,0.3
Dr Reddys Labs,"1,274.80","1,255.50","1,263.10","1,259.40",3.7,0.29
Dr Reddys Labs,"1,274.80","1,255.50","1,263.10","1,259.40",3.7,0.29
DOMS Industries,"2,424.50","2,374.90","2,394.40","2,387.70",6.7,0.28
Adani Total Gas,666.90,656.15,661.65,659.90,1.75,0.27
Gravita India,"1,737.70","1,717.00","1,727.30","1,722.80",4.5,0.26
Sonata,440.00,431.80,437.45,436.30,1.15,0.26
Eris Life,"1,786.10","1,760.00","1,776.30","1,771.90",4.4,0.25
Alivus Life,"1,077.80","1,059.70","1,068.80","1,066.20",2.6,0.24
Inox India,"1,264.80","1,243.00","1,255.90","1,252.90",3,0.24
Central Bank,39.04,38.52,38.62,38.53,0.09,0.23
Bayer CropScien,"6,386.50","6,308.00","6,354.50","6,340.00",14.5,0.23
Marico,738.40,731.95,733.30,731.65,1.65,0.23
Just Dial,905.90,893.55,896.90,894.95,1.95,0.22
Jyoti CNC Auto,"1,058.50","1,029.30","1,034.70","1,032.50",2.2,0.21
Endurance Techn,"2,717.00","2,673.10","2,700.00","2,694.70",5.3,0.2
United Spirits,"1,399.90","1,376.50","1,380.00","1,377.20",2.8,0.2
REC,403.40,399.60,401.20,400.40,0.8,0.2
Container Corp,623.00,617.90,621.05,619.90,1.15,0.19
GlaxoSmithKline,"3,196.80","3,154.90","3,173.60","3,167.60",6,0.19
LIC Housing Fin,641.75,636.00,638.25,637.05,1.2,0.19
Pfizer,"5,399.00","5,338.50","5,362.00","5,352.00",10,0.19
Finolex Ind,215.15,212.06,214.68,214.30,0.38,0.18
Bajaj Finance,926.25,916.00,923.30,921.75,1.55,0.17
Jindal Saw,230.44,227.50,228.95,228.61,0.34,0.15
Jindal Saw,230.44,227.50,228.95,228.61,0.34,0.15
Dabur India,531.70,526.55,528.70,527.95,0.75,0.14
Grasim,"2,777.70","2,742.30","2,766.30","2,762.40",3.9,0.14
Pidilite Ind,"3,010.00","2,978.50","2,992.30","2,988.00",4.3,0.14
Petronet LNG,312.90,309.95,310.90,310.45,0.45,0.14
Sun Pharma,"1,717.00","1,696.00","1,703.40","1,701.00",2.4,0.14
Manappuram Fin,272.35,267.40,270.70,270.35,0.35,0.13
New India Assur,186.96,184.90,186.00,185.75,0.25,0.13
Sun TV Network,580.00,575.05,576.45,575.75,0.7,0.12
Aurobindo Pharm,"1,166.80","1,151.30","1,154.20","1,152.90",1.3,0.11
CRISIL,"5,989.50","5,919.50","5,934.50","5,928.00",6.5,0.11
Zensar Tech,834.95,819.00,830.80,829.85,0.95,0.11
Guj Mineral,383.00,377.00,379.40,379.00,0.4,0.11
Navin Fluorine,"5,007.80","4,940.20","4,968.40","4,962.70",5.7,0.11
Aarti Ind,458.00,454.20,456.30,455.85,0.45,0.1
Castrol,225.39,222.81,223.67,223.46,0.21,0.09
Westlife Food,788.90,766.85,776.15,775.50,0.65,0.08
Data Patterns,"2,909.90","2,880.00","2,895.60","2,893.20",2.4,0.08
NMDC Steel,39.77,39.21,39.37,39.34,0.03,0.08
Power Finance,424.85,420.25,424.10,423.75,0.35,0.08
Bikaji Foods,753.55,745.25,749.55,749.05,0.5,0.07
Elecon Eng,621.50,605.60,607.35,606.95,0.4,0.07
Elecon Eng,621.50,605.60,607.35,606.95,0.4,0.07
Tube Investment,"2,979.10","2,925.00","2,941.90","2,939.80",2.1,0.07
NTPC,344.50,342.00,342.65,342.45,0.2,0.06
Dixon Technolog,"16,238.00","16,056.00","16,107.00","16,099.00",8,0.05
IIFL Finance,531.00,523.10,527.00,526.75,0.25,0.05
NCC,232.00,227.60,228.99,228.87,0.12,0.05
Bajaj Holdings,"14,161.00","14,022.00","14,100.00","14,095.00",5,0.04
Deepak Nitrite,"1,969.70","1,956.80","1,960.20","1,959.40",0.8,0.04
SRF,"3,240.00","3,196.00","3,202.50","3,201.20",1.3,0.04
Godrej Ind,"1,161.00","1,131.50","1,146.80","1,146.50",0.3,0.03
NTPC Green Ener,114.11,111.02,112.00,111.98,0.02,0.02
Lodha Developer,"1,455.00","1,433.20","1,440.40","1,440.20",0.2,0.01
SAIL,134.69,132.72,133.60,133.58,0.02,0.01
