company_name,high,low,last_price,prev_close,change,percent_gain
Bank of Mah,61.56,59.65,61.14,60.43,0.71,1.17
Blue Star,"1,798.00","1,760.50","1,798.00","1,777.50",20.5,1.15
Vardhman Text,468.95,454.40,460.65,455.55,5.1,1.12
Nestle,"1,280.00","1,263.00","1,278.70","1,265.10",13.6,1.08
Tata Tech,685.10,674.15,682.30,675.05,7.25,1.07
CDSL,"1,631.90","1,589.10","1,622.80","1,605.70",17.1,1.06
Jubilant Ing.,720.10,699.95,713.70,706.20,7.5,1.06
SBI,984.45,968.80,982.75,972.45,10.3,1.06
Craftsman,"6,805.00","6,704.00","6,776.50","6,707.00",69.5,1.04
Apollo Hospital,"7,482.00","7,332.00","7,459.00","7,385.50",73.5,1
Hitachi Energy,"21,700.00","21,226.00","21,624.00","21,415.00",209,0.98
UNO Minda,"1,310.90","1,280.10","1,305.00","1,292.30",12.7,0.98
Indian Hotels,723.35,708.05,719.55,712.75,6.8,0.95
UCO Bank,31.98,31.11,31.85,31.55,0.3,0.95
Canara Bank,150.88,147.71,150.38,149.00,1.38,0.93
R R Kabel,"1,364.30","1,331.30","1,360.80","1,348.20",12.6,0.93
Swiggy,398.80,393.50,397.00,393.35,3.65,0.93
AstraZeneca,"9,189.50","8,919.50","9,118.50","9,037.50",81,0.9
Jindal Saw,167.20,164.55,166.87,165.40,1.47,0.89
Union Bank,154.99,152.01,154.48,153.11,1.37,0.89
Netweb,"3,359.80","3,203.10","3,288.00","3,259.60",28.4,0.87
Caplin Labs,"1,935.90","1,900.00","1,931.30","1,914.90",16.4,0.86
Lodha Developer,"1,206.40","1,176.70","1,202.00","1,192.00",10,0.84
Tech Mahindra,"1,443.50","1,417.80","1,433.90","1,422.00",11.9,0.84
ONGC,250.30,245.40,249.00,246.95,2.05,0.83
Cipla,"1,529.60","1,505.40","1,526.80","1,514.50",12.3,0.81
Oil India,437.75,431.50,436.85,433.35,3.5,0.81
Dr Lal PathLab,"3,309.20","3,182.60","3,208.10","3,182.60",25.5,0.8
Zensar Tech,724.95,702.85,709.50,703.85,5.65,0.8
Global Health,"1,204.00","1,187.10","1,199.00","1,189.70",9.3,0.78
ICICI Lombard ,"2,049.90","2,015.00","2,041.70","2,025.80",15.9,0.78
SAIL,140.99,138.28,139.99,138.90,1.09,0.78
Amber Enterpris,"7,434.50","7,320.00","7,411.00","7,356.00",55,0.75
Ramco Cements,995.50,979.00,991.40,984.00,7.4,0.75
M&M,"3,746.50","3,667.80","3,722.50","3,694.80",27.7,0.75
Tata Power,389.75,384.20,389.10,386.25,2.85,0.74
Avenue Supermar,"4,039.00","3,997.10","4,026.50","3,997.20",29.3,0.73
Emcure Pharmace,"1,388.90","1,355.00","1,370.10","1,360.50",9.6,0.71
ICICI Bank,"1,384.00","1,371.60","1,383.10","1,373.40",9.7,0.71
Metropolis,"1,955.00","1,931.40","1,942.30","1,929.00",13.3,0.69
TATA Cons. Prod,"1,165.80","1,149.00","1,162.10","1,154.10",8,0.69
KPIT Tech,"1,218.90","1,190.00","1,203.10","1,195.10",8,0.67
Angel One,"2,850.00","2,779.00","2,811.80","2,793.40",18.4,0.66
Mastek,"2,310.00","2,265.00","2,301.50","2,286.60",14.9,0.65
Go Digit,357.75,350.80,354.75,352.50,2.25,0.64
Trident,28.68,28.35,28.56,28.38,0.18,0.63
Federal Bank,248.50,244.82,246.02,244.51,1.51,0.62
Poonawalla Fin,473.50,462.20,468.40,465.50,2.9,0.62
Kotak Mahindra,"2,110.00","2,089.50","2,105.90","2,093.10",12.8,0.61
AU Small Financ,928.00,910.80,925.65,920.15,5.5,0.6
AIA Engineering,"3,775.00","3,682.90","3,733.40","3,711.60",21.8,0.59
Britannia,"5,882.50","5,804.50","5,874.50","5,840.00",34.5,0.59
HEG,522.00,511.05,520.00,516.95,3.05,0.59
SBI Life Insura,"2,008.30","1,985.00","2,004.80","1,993.30",11.5,0.58
Bharat Elec,424.25,415.05,423.20,420.90,2.3,0.55
JM Financial,151.35,146.60,147.52,146.71,0.81,0.55
IOB,40.25,39.37,40.10,39.89,0.21,0.53
Dr Reddys Labs,"1,252.70","1,237.00","1,250.20","1,243.80",6.4,0.51
Tanla Platforms,615.00,605.05,610.85,607.75,3.1,0.51
Larsen,"4,026.50","3,980.30","4,019.60","3,999.60",20,0.5
Bharti Airtel,"2,166.20","2,146.70","2,159.80","2,149.20",10.6,0.49
SUMITOMO,460.30,452.70,458.40,456.15,2.25,0.49
Elecon Eng,552.85,533.20,538.70,536.15,2.55,0.48
CG Consumer,275.25,272.80,274.30,273.10,1.2,0.44
Olectra Greente,"1,403.40","1,364.90","1,387.40","1,381.30",6.1,0.44
Jindal Steel,"1,076.00","1,059.30","1,071.00","1,066.30",4.7,0.44
Tata Steel,173.90,172.06,173.21,172.45,0.76,0.44
Motherson SWI,48.95,47.81,48.63,48.42,0.21,0.43
Amara Raja,962.40,950.00,960.10,956.10,4,0.42
Engineers India,203.30,199.52,201.96,201.12,0.84,0.42
JSW Infra,280.45,276.15,277.30,276.15,1.15,0.42
Kirloskar Bros,"1,758.00","1,734.70","1,752.00","1,744.70",7.3,0.42
Berger Paints,592.00,581.30,588.95,586.60,2.35,0.4
Axis Bank,"1,273.00","1,257.80","1,270.40","1,265.40",5,0.4
Balkrishna Ind,"2,333.80","2,290.90","2,317.60","2,308.60",9,0.39
L&T Finance,301.60,295.85,297.65,296.50,1.15,0.39
Sapphire Foods,265.05,258.20,263.15,262.15,1,0.38
Godrej Ind,"1,070.00","1,035.70","1,060.30","1,056.40",3.9,0.37
Power Grid Corp,276.00,272.50,275.15,274.20,0.95,0.35
Polycab,"7,704.00","7,641.00","7,688.00","7,661.00",27,0.35
IEX,137.25,135.01,137.11,136.65,0.46,0.34
Alkyl Amines,"1,779.80","1,750.00","1,771.80","1,766.00",5.8,0.33
Interglobe Avi,"5,773.00","5,674.00","5,758.50","5,739.50",19,0.33
Nuvama Wealth,"7,395.00","7,249.50","7,344.00","7,319.50",24.5,0.33
Shree Cements,"26,630.00","26,405.00","26,505.00","26,420.00",85,0.32
INDUS TOWERS,405.90,399.90,403.45,402.20,1.25,0.31
ABSL AMC,745.30,732.60,739.10,736.90,2.2,0.3
Deepak Nitrite,"1,718.00","1,696.10","1,711.40","1,706.50",4.9,0.29
Solar Ind,"14,065.00","13,677.00","13,809.00","13,770.00",39,0.28
Himadri Special,454.40,447.70,451.70,450.55,1.15,0.26
Muthoot Finance,"3,709.80","3,676.50","3,705.50","3,695.90",9.6,0.26
EID Parry,"1,035.80","1,023.50","1,030.40","1,027.80",2.6,0.25
Ceat,"3,938.00","3,876.50","3,894.60","3,885.60",9,0.23
HDFC Bank,996.55,984.00,994.60,992.45,2.15,0.22
Vedanta,514.80,507.55,511.80,510.70,1.1,0.22
Cummins,"4,266.70","4,183.30","4,261.30","4,252.40",8.9,0.21
Triveni Engg,365.95,363.35,364.45,363.70,0.75,0.21
Sai Life Sci,867.60,857.70,865.05,863.35,1.7,0.2
Apar Ind,"9,433.00","9,240.00","9,335.00","9,317.00",18,0.19
Alkem Lab,"5,747.50","5,659.50","5,724.00","5,713.00",11,0.19
Zydus Life,935.15,925.75,930.20,928.40,1.8,0.19
Aditya Birla F,79.20,77.70,77.97,77.83,0.14,0.18
Balrampur Chini,465.30,457.90,462.70,461.90,0.8,0.17
Happiest Minds ,510.60,504.90,506.05,505.20,0.85,0.17
IRCTC,707.10,702.00,705.00,703.80,1.2,0.17
Newgen Software,950.60,915.00,921.00,919.40,1.6,0.17
JSW Steel,"1,170.90","1,157.60","1,164.90","1,163.00",1.9,0.16
SignatureGlobal,"1,122.00","1,101.00","1,112.00","1,110.20",1.8,0.16
Sun TV Network,562.60,553.95,559.95,559.05,0.9,0.16
Zen Tech,"1,420.00","1,380.00","1,401.70","1,399.40",2.3,0.16
DOMS Industries,"2,567.30","2,535.20","2,557.70","2,553.80",3.9,0.15
PVR INOX,"1,125.00","1,093.40","1,114.70","1,113.00",1.7,0.15
Hind Zinc,478.50,473.70,476.55,475.95,0.6,0.13
Mah Seamless,571.25,562.60,565.95,565.20,0.75,0.13
Colgate,"2,188.40","2,167.70","2,183.40","2,180.70",2.7,0.12
Karur Vysya,254.00,250.70,253.70,253.39,0.31,0.12
Coromandel Int,"2,264.50","2,222.50","2,235.00","2,232.60",2.4,0.11
REC,360.25,357.35,359.45,359.05,0.4,0.11
Aarti Ind,391.05,386.70,390.20,389.80,0.4,0.1
Bayer CropScien,"4,573.10","4,516.70","4,557.90","4,553.50",4.4,0.1
Syrma SGS,883.80,860.75,876.25,875.40,0.85,0.1
Eternal,308.10,302.60,306.45,306.15,0.3,0.1
Action Const,976.30,963.00,972.40,971.50,0.9,0.09
C. E. Info Syst,"1,705.00","1,683.20","1,694.50","1,693.00",1.5,0.09
SBFC Finance,110.19,109.01,109.62,109.53,0.09,0.08
FSN E-Co Nykaa,270.47,265.53,269.15,269.00,0.15,0.06
ABB India,"5,099.00","5,037.00","5,083.00","5,080.50",2.5,0.05
Tube Investment,"3,042.70","3,002.20","3,033.30","3,031.70",1.6,0.05
TITAGARH,881.20,857.45,870.15,869.70,0.45,0.05
BHEL,292.40,286.75,289.20,289.10,0.1,0.03
Delhivery,442.80,433.30,436.00,435.85,0.15,0.03
PTC Industries,"17,320.00","17,116.00","17,240.00","17,234.00",6,0.03
IRFC,121.14,119.80,120.85,120.82,0.03,0.02
