company_name,high,low,last_price,prev_close,change,percent_gain
Honasa Consumer,314.00,302.40,311.05,303.65,7.40,2.44
Chola Fin Hold,"2,080.00","2,001.10","2,043.90","1,995.50",48.40,2.43
Torrent Power,"1,454.00","1,419.40","1,451.10","1,416.70",34.40,2.43
BHEL,263.80,254.20,259.95,253.80,6.15,2.42
Engineers India,236.95,230.00,234.32,228.79,5.53,2.42
Inox Wind,176.25,172.00,173.88,169.80,4.08,2.4
Hitachi Energy,"19,689.00","18,920.00","19,311.00","18,863.00",448.00,2.38
Gujarat Fluoro,"3,534.50","3,352.60","3,453.30","3,373.40",79.90,2.37
Bajaj Holdings,"13,812.00","13,439.00","13,774.00","13,459.00",315.00,2.34
HFCL,84.95,82.50,83.65,81.74,1.91,2.34
Sarda Energy,447.00,434.00,440.30,430.25,10.05,2.34
Sarda Energy,447.00,434.00,440.30,430.25,10.05,2.34
Hind Copper,261.70,253.54,257.36,251.51,5.85,2.33
Ircon Internati,205.69,199.00,200.88,196.34,4.54,2.31
Ircon Internati,205.69,199.00,200.88,196.34,4.54,2.31
SKF India,"4,750.00","4,605.10","4,709.10","4,603.00",106.10,2.31
MOTHERSON,154.58,150.10,151.45,148.05,3.40,2.3
GMR Airports,83.80,81.81,83.20,81.39,1.81,2.22
Vardhman Text,482.00,465.55,478.30,467.90,10.40,2.22
RamkrishnaForge,658.10,635.25,646.15,632.20,13.95,2.21
Siemens,"3,230.00","3,109.00","3,159.80","3,091.60",68.20,2.21
Shriram Finance,682.00,673.40,676.05,661.65,14.40,2.18
Shriram Finance,682.00,673.40,676.05,661.65,14.40,2.18
NMDC,70.25,68.91,69.47,68.00,1.47,2.16
KEI Industries,"3,854.30","3,692.40","3,839.60","3,758.90",80.70,2.15
TVS Motor,"2,873.70","2,800.90","2,837.10","2,778.60",58.50,2.11
Grasim,"2,801.80","2,737.30","2,780.90","2,723.70",57.20,2.1
IOC,145.30,142.16,142.84,139.92,2.92,2.09
Five-Star Busin,752.60,722.05,746.95,731.85,15.10,2.06
Aarti Ind,466.50,452.05,454.20,445.15,9.05,2.03
Carborundum,962.00,925.80,949.40,930.55,18.85,2.03
Bank of Mah,55.20,54.07,54.52,53.44,1.08,2.02
Just Dial,903.00,879.95,885.30,868.20,17.10,1.97
LIC Housing Fin,610.90,594.75,602.95,591.30,11.65,1.97
Deepak Fert,"1,597.80","1,548.50","1,578.10","1,547.90",30.20,1.95
IOB,38.20,37.48,37.66,36.95,0.71,1.92
Jupiter Wagons,387.50,376.50,379.00,371.90,7.10,1.91
CESC,167.35,163.19,166.56,163.45,3.11,1.9
JSW Holdings,"21,700.00","21,105.00","21,435.00","21,035.00",400.00,1.9
Rashtriya Chem,159.69,155.11,156.49,153.62,2.87,1.87
KFin Tech,"1,368.00","1,323.20","1,338.60","1,314.20",24.40,1.86
BPCL,327.80,317.00,319.25,313.45,5.80,1.85
Page Industries,"47,385.00","45,800.00","46,270.00","45,430.00",840.00,1.85
GlaxoSmithKline,"3,280.00","3,186.00","3,229.10","3,171.40",57.70,1.82
GNFC,539.80,531.00,538.15,528.55,9.60,1.82
PNC Infratech,308.75,298.85,301.70,296.30,5.40,1.82
Kotak Mahindra,"2,233.60","2,191.40","2,223.60","2,184.10",39.50,1.81
NMDC Steel,39.89,38.05,38.50,37.82,0.68,1.8
Alkyl Amines,"2,210.00","2,134.30","2,197.80","2,159.60",38.20,1.77
JSW Infra,314.90,303.20,307.95,302.60,5.35,1.77
UTI AMC,"1,284.90","1,255.20","1,267.40","1,245.30",22.10,1.77
Adani Energy,866.60,848.00,851.85,837.20,14.65,1.75
Ashok Leyland,242.90,237.37,240.78,236.67,4.11,1.74
BLS Internation,371.85,360.55,362.30,356.10,6.20,1.74
Godfrey Phillip,"8,160.00","7,966.50","8,119.50","7,981.00",138.50,1.74
Pidilite Ind,"3,028.40","2,987.30","3,002.30","2,951.70",50.60,1.71
Bank of Baroda,240.60,236.00,237.82,233.85,3.97,1.7
One 97 Paytm,907.55,886.45,898.50,883.45,15.05,1.7
COFORGE LTD.,"1,875.00","1,835.50","1,862.00","1,831.00",31.00,1.69
Rail Vikas,403.40,396.00,398.00,391.40,6.60,1.69
Honeywell Autom,"38,645.00","37,880.00","38,425.00","37,785.00",640.00,1.69
ACC,"1,872.20","1,824.60","1,847.80","1,817.20",30.60,1.68
Caplin Labs,"2,092.90","2,029.30","2,056.40","2,022.50",33.90,1.68
UCO Bank,30.41,29.55,29.72,29.23,0.49,1.68
Exide Ind,389.50,382.05,384.60,378.30,6.30,1.67
R R Kabel,"1,365.00","1,321.00","1,349.20","1,327.30",21.90,1.65
United Spirits,"1,449.00","1,427.20","1,443.30","1,419.90",23.40,1.65
Adani Power,552.00,538.70,546.85,538.00,8.85,1.64
Ceat,"3,580.00","3,512.20","3,558.70","3,501.40",57.30,1.64
Mastek,"2,491.00","2,437.00","2,484.50","2,444.40",40.10,1.64
Chalet Hotels,914.85,889.00,902.05,887.60,14.45,1.63
Dabur India,475.50,468.00,475.10,467.50,7.60,1.63
SUMITOMO,522.00,506.75,521.05,512.80,8.25,1.61
Shree Renuka,32.20,31.49,31.77,31.27,0.50,1.6
Lemon Tree,140.00,134.64,136.93,134.80,2.13,1.58
Info Edge,"1,531.40","1,496.00","1,505.50","1,482.20",23.30,1.57
Reliance Power,64.55,63.10,63.58,62.60,0.98,1.57
Cummins,"3,339.00","3,280.30","3,311.80","3,260.90",50.90,1.56
C. E. Info Syst,"1,772.80","1,732.20","1,762.80","1,735.70",27.10,1.56
Abbott India,"31,800.00","31,100.00","31,535.00","31,050.00",485.00,1.56
KNR Construct,215.38,210.80,212.18,208.95,3.23,1.55
Tata Steel,156.97,153.64,154.79,152.43,2.36,1.55
Jubilant Ing.,738.00,715.20,735.05,724.10,10.95,1.51
Poonawalla Fin,454.35,434.35,444.05,437.55,6.50,1.49
Jindal Steel,936.50,917.10,924.20,910.70,13.50,1.48
Triveni Turbine,619.90,600.50,606.80,597.95,8.85,1.48
Dr Reddys Labs,"1,353.70","1,309.10","1,337.30","1,317.90",19.40,1.47
Dr Reddys Labs,"1,353.70","1,309.10","1,337.30","1,317.90",19.40,1.47
CDSL,"1,764.20","1,728.00","1,748.50","1,723.30",25.20,1.46
Emami,573.30,559.35,565.00,556.90,8.10,1.45
TBO Tek,"1,280.00","1,255.00","1,273.00","1,254.80",18.20,1.45
Waaree Energies,"3,048.00","2,901.00","2,971.20","2,928.60",42.60,1.45
ACME Solar,252.00,247.75,249.10,245.60,3.50,1.43
ITI,325.35,318.50,319.85,315.35,4.50,1.43
Fortis Health,768.60,751.20,765.40,754.65,10.75,1.42
IDFC First Bank,72.45,71.20,72.02,71.01,1.01,1.42
Devyani Int,172.50,167.10,168.99,166.64,2.35,1.41
Tata Power,403.80,394.85,398.45,393.00,5.45,1.39
Eicher Motors,"5,639.50","5,560.00","5,629.00","5,552.50",76.50,1.38
Marico,705.70,695.00,703.50,693.90,9.60,1.38
Adani Enterpris,"2,544.60","2,500.20","2,505.60","2,472.00",33.60,1.36
ABB India,"6,067.00","5,940.50","6,003.50","5,923.50",80.00,1.35
Alok Industries,19.68,19.35,19.48,19.22,0.26,1.35
Container Corp,755.00,742.00,745.25,735.35,9.90,1.35
SBI Life Insura,"1,850.90","1,828.00","1,843.00","1,818.60",24.40,1.34
ABSL AMC,774.00,761.50,766.70,756.60,10.10,1.33
Bajaj Housing,122.08,120.11,120.61,119.05,1.56,1.31
Zydus Life,967.90,955.85,964.55,952.10,12.45,1.31
Mah Seamless,699.80,680.00,687.05,678.30,8.75,1.29
PVR INOX,980.05,952.15,964.10,951.90,12.20,1.28
Finolex Ind,218.26,214.50,216.05,213.35,2.70,1.27
Nuvama Wealth,"7,194.00","7,034.50","7,149.50","7,060.50",89.00,1.26
PNB,106.62,105.00,105.22,103.91,1.31,1.26
Campus Active,287.00,279.55,284.40,280.90,3.50,1.25
Kansai Nerolac,244.90,240.60,241.85,238.90,2.95,1.23
Radico Khaitan,"2,695.90","2,638.70","2,683.30","2,650.70",32.60,1.23
General Insuran,387.00,378.95,381.05,376.45,4.60,1.22
Hindalco,674.00,664.70,669.40,661.40,8.00,1.21
NCC,227.99,223.65,225.12,222.43,2.69,1.21
RBL Bank,238.39,235.00,236.81,233.99,2.82,1.21
Blue Star,"1,643.60","1,609.50","1,631.00","1,611.70",19.30,1.2
IRFC,140.15,138.03,138.62,136.98,1.64,1.2
Karur Vysya,252.00,245.60,248.63,245.69,2.94,1.2
Gland,"1,800.00","1,742.10","1,764.90","1,744.40",20.50,1.18
Clean Science,"1,464.20","1,431.00","1,450.80","1,434.20",16.60,1.16
Max Financial,"1,622.60","1,581.20","1,618.40","1,599.90",18.50,1.16
UltraTechCement,"11,824.00","11,514.00","11,579.00","11,449.00",130.00,1.14
Minda Corp,517.00,506.05,510.55,504.85,5.70,1.13
Castrol,213.19,209.46,209.91,207.63,2.28,1.1
Federal Bank,209.95,207.40,209.22,206.95,2.27,1.1
Bajaj Auto,"8,424.50","8,331.50","8,377.00","8,286.50",90.50,1.09
Tata Inv Corp,"6,868.00","6,675.00","6,731.50","6,659.00",72.50,1.09
Trident,30.54,30.03,30.15,29.83,0.32,1.07
Alkem Lab,"4,837.00","4,756.50","4,811.00","4,760.00",51.00,1.07
PCBL Chemical,398.40,392.00,392.70,388.55,4.15,1.07
Deepak Nitrite,"1,908.00","1,883.60","1,898.30","1,878.60",19.70,1.05
Tanla Platforms,663.75,648.15,652.10,645.30,6.80,1.05
Sammaan Capital,126.10,123.82,124.68,123.41,1.27,1.03
JK Tyre Ind,350.70,344.55,345.75,342.25,3.50,1.02
City Union Bank,194.75,192.95,193.55,191.63,1.92,1
EIH,353.00,345.00,349.50,346.05,3.45,1
JSW Steel,"1,022.55","1,001.30","1,007.00",997.00,10.00,1
Kalyan Jeweller,527.45,517.45,520.80,515.65,5.15,1
ICICI Prudentia,641.65,629.50,634.60,628.35,6.25,0.99
Nippon,786.50,770.10,782.25,774.55,7.70,0.99
Blue Dart,"6,407.00","6,195.00","6,256.00","6,195.00",61.00,0.98
Indian Bank,631.90,618.00,623.30,617.25,6.05,0.98
Praj Industries,503.45,493.10,495.50,490.70,4.80,0.98
Guj Mineral,408.05,394.60,397.30,393.50,3.80,0.97
Petronet LNG,302.30,297.50,299.20,296.35,2.85,0.96
NBCC (India),123.88,120.55,121.05,119.91,1.14,0.95
Chola Invest.,"1,614.50","1,591.60","1,598.50","1,583.60",14.90,0.94
Hero Motocorp,"4,330.00","4,262.00","4,292.50","4,253.10",39.40,0.93
Mahanagar Gas,"1,436.80","1,408.50","1,412.40","1,399.40",13.00,0.93
Voltas,"1,329.90","1,301.60","1,306.20","1,294.20",12.00,0.93
Sona BLW,488.90,480.00,481.75,477.35,4.40,0.92
UPL,646.00,638.50,644.45,638.85,5.60,0.88
JSW Energy,510.80,502.00,504.90,500.55,4.35,0.87
Polycab,"6,426.50","6,259.00","6,343.50","6,289.50",54.00,0.86
Britannia,"5,638.00","5,555.50","5,617.00","5,569.50",47.50,0.85
Westlife Food,747.80,722.50,736.85,730.95,5.90,0.81
ZFCVINDIA,"13,250.00","13,010.00","13,152.00","13,047.00",105.00,0.8
Balrampur Chini,605.00,587.85,595.20,590.55,4.65,0.79
Alembic Pharma,956.50,935.00,946.90,939.60,7.30,0.78
MRF,"137,125.00","135,830.00","136,610.00","135,555.00","1,055.00",0.78
NALCO,192.30,188.83,189.75,188.28,1.47,0.78
Railtel,432.30,418.80,420.50,417.25,3.25,0.78
Tata Chemicals,924.65,907.80,912.60,905.50,7.10,0.78
Angel One,"3,008.20","2,938.00","2,957.30","2,935.00",22.30,0.76
Aditya Birla Re,"2,440.60","2,405.00","2,416.30","2,398.00",18.30,0.76
eClerx Services,"3,554.70","3,481.90","3,508.20","3,481.70",26.50,0.76
Cera Sanitary,"6,826.00","6,652.50","6,785.50","6,734.50",51.00,0.76
Vijaya Diagnost,944.00,929.00,940.10,933.00,7.10,0.76
BASF,"4,999.50","4,932.00","4,961.50","4,924.50",37.00,0.75
Bank of India,117.36,114.85,115.27,114.41,0.86,0.75
Amber Enterpris,"6,795.00","6,685.00","6,731.00","6,681.50",49.50,0.74
Bikaji Foods,716.00,704.55,710.95,705.75,5.20,0.74
Sundram,977.30,962.40,968.20,961.10,7.10,0.74
Tejas Networks,705.90,696.05,701.10,695.95,5.15,0.74
HDFC Life,787.05,777.30,779.70,774.15,5.55,0.72
ICICI Lombard ,"1,993.40","1,968.10","1,986.80","1,972.60",14.20,0.72
SRF,"3,088.80","3,036.00","3,053.70","3,032.50",21.20,0.7
Schaeffler Ind,"3,980.00","3,881.90","3,927.10","3,900.20",26.90,0.69
Max Healthcare,"1,211.90","1,183.10","1,198.30","1,190.20",8.10,0.68
Power Finance,420.80,412.90,413.70,410.90,2.80,0.68
Afcons Infra,445.00,436.00,438.30,435.40,2.90,0.67
Apollo Tyres,452.20,441.50,446.45,443.50,2.95,0.67
IDBI Bank,93.95,91.40,91.68,91.07,0.61,0.67
Atul,"7,030.00","6,899.00","6,971.00","6,925.50",45.50,0.66
SBI,806.65,793.65,795.40,790.20,5.20,0.66
Wipro,268.65,264.71,264.97,263.24,1.73,0.66
Havells India,"1,589.00","1,552.10","1,573.30","1,563.10",10.20,0.65
HDFC Bank,"1,979.00","1,955.60","1,960.90","1,948.40",12.50,0.64
Birlasoft,429.35,421.00,422.75,420.05,2.70,0.64
Netweb,"1,824.00","1,758.80","1,772.70","1,761.40",11.30,0.64
Techno Electric,"1,564.50","1,522.60","1,529.70","1,520.00",9.70,0.64
HUDCO,236.00,231.05,233.50,232.04,1.46,0.63
Colgate,"2,445.00","2,410.10","2,424.80","2,409.80",15.00,0.62
LIC India,954.90,943.00,945.65,939.95,5.70,0.61
Ola Electric,44.85,43.48,43.59,43.33,0.26,0.6
Larsen,"3,684.00","3,597.00","3,604.80","3,583.70",21.10,0.59
PNB Housing Fin,"1,080.60","1,061.10","1,066.00","1,059.70",6.30,0.59
Bajaj Finserv,"2,032.40","1,999.20","2,009.20","1,997.60",11.60,0.58
Bajaj Finserv,"2,032.40","1,999.20","2,009.20","1,997.60",11.60,0.58
Titan Company,"3,567.00","3,506.10","3,526.00","3,505.70",20.30,0.58
Axis Bank,"1,238.40","1,215.60","1,221.20","1,214.10",7.10,0.58
CAMS,"4,314.00","4,219.50","4,227.00","4,203.50",23.50,0.56
Olectra Greente,"1,180.00","1,155.00","1,158.90","1,152.50",6.40,0.56
IRCTC,770.65,761.10,762.00,757.85,4.15,0.55
PI Industries,"4,189.00","4,145.00","4,175.20","4,152.20",23.00,0.55
Swiggy,399.40,384.25,391.15,389.00,2.15,0.55
Prestige Estate,"1,761.00","1,718.50","1,728.50","1,719.20",9.30,0.54
Hind Zinc,447.90,439.60,442.90,440.55,2.35,0.53
Indian Hotels,775.90,761.05,764.10,760.10,4.00,0.53
KEC Intl,904.00,885.55,888.70,884.00,4.70,0.53
AU Small Financ,805.85,790.65,800.70,796.55,4.15,0.52
Godrej Agrovet,755.75,742.35,750.80,746.95,3.85,0.52
Piramal Enter,"1,146.90","1,121.10","1,127.10","1,121.30",5.80,0.52
Asian Paints,"2,309.70","2,268.90","2,275.30","2,264.10",11.20,0.49
Krishna Inst.,640.00,623.00,626.85,623.80,3.05,0.49
Krishna Inst.,640.00,623.00,626.85,623.80,3.05,0.49
Laurus Labs,673.35,664.15,669.55,666.30,3.25,0.49
Ramco Cements,"1,029.80","1,002.95","1,020.85","1,015.85",5.00,0.49
Torrent Pharma,"3,192.20","3,154.10","3,180.90","3,165.50",15.40,0.49
M&M,"3,216.60","3,136.80","3,150.10","3,135.00",15.10,0.48
Intellect Desig,"1,083.40","1,046.10","1,076.10","1,071.10",5.00,0.47
Yes Bank,20.17,19.94,19.97,19.88,0.09,0.45
Indegene,581.90,572.85,575.00,572.50,2.50,0.44
Syngene Intl,644.95,637.20,638.85,636.05,2.80,0.44
AFFLE 3I,"1,960.00","1,897.00","1,910.80","1,902.60",8.20,0.43
CRISIL,"5,975.00","5,785.50","5,819.50","5,794.50",25.00,0.43
Kirloskar Oil,865.00,847.00,849.95,846.35,3.60,0.43
Central Bank,39.14,38.20,38.28,38.12,0.16,0.42
Indian Renew,169.00,165.61,166.17,165.47,0.70,0.42
PTC Industries,"14,910.00","14,289.00","14,748.00","14,687.00",61.00,0.42
Aurobindo Pharm,"1,118.50","1,101.10","1,104.20","1,099.70",4.50,0.41
Motherson SWI,59.62,58.86,59.16,58.92,0.24,0.41
Emcure Pharmace,"1,360.00","1,335.00","1,349.00","1,343.60",5.40,0.4
GAIL,187.89,185.11,185.49,184.76,0.73,0.4
Bata India,"1,209.00","1,199.20","1,201.70","1,197.10",4.60,0.38
BSE Limited,"2,865.60","2,777.00","2,785.60","2,775.30",10.30,0.37
Bombay Burmah,"1,920.00","1,855.90","1,889.40","1,882.50",6.90,0.37
Apar Ind,"8,044.00","7,843.00","7,877.00","7,848.50",28.50,0.36
MphasiS,"2,728.10","2,677.30","2,682.80","2,673.20",9.60,0.36
Tata Motors,686.50,672.00,673.65,671.25,2.40,0.36
Tata Motors,686.50,672.00,673.65,671.25,2.40,0.36
Adani Total Gas,644.85,630.00,631.85,629.70,2.15,0.34
REC,405.50,398.00,398.60,397.30,1.30,0.33
SJVN,100.25,97.76,98.49,98.17,0.32,0.33
SignatureGlobal,"1,263.90","1,238.00","1,241.90","1,238.00",3.90,0.32
Jubilant Food,702.80,693.35,695.55,693.40,2.15,0.31
Mankind Pharma,"2,314.70","2,293.30","2,307.50","2,300.60",6.90,0.3
Cohance Life,994.20,973.90,985.40,982.50,2.90,0.3
ICICI Bank,"1,435.90","1,416.50","1,424.10","1,420.10",4.00,0.28
NHPC,86.58,85.00,85.45,85.21,0.24,0.28
Nestle,"2,383.60","2,357.70","2,365.80","2,359.10",6.70,0.28
Nestle,"2,383.60","2,357.70","2,365.80","2,359.10",6.70,0.28
Kaynes Tech,"5,929.00","5,780.00","5,798.00","5,782.50",15.50,0.27
New India Assur,190.71,186.07,186.40,185.92,0.48,0.26
Valor Estate,222.25,213.14,216.32,215.78,0.54,0.25
Godrej Consumer,"1,188.40","1,171.90","1,173.80","1,171.00",2.80,0.24
Solar Ind,"17,190.00","16,889.00","17,097.00","17,056.00",41.00,0.24
Aegis Logistics,793.00,782.80,787.40,785.60,1.80,0.23
Cipla,"1,518.30","1,500.20","1,502.40","1,499.10",3.30,0.22
Guj State Petro,322.90,317.00,319.20,318.50,0.70,0.22
Akums Drugs P,546.00,532.60,536.05,534.95,1.10,0.21
Premier Energie,"1,043.00","1,017.30","1,021.40","1,019.30",2.10,0.21
Sterling Wilson,315.40,306.15,307.35,306.70,0.65,0.21
Varun Beverages,465.75,459.55,462.75,461.80,0.95,0.21
Varun Beverages,465.75,459.55,462.75,461.80,0.95,0.21
Varun Beverages,465.75,459.55,462.75,461.80,0.95,0.21
Aster DM Health,577.45,563.80,574.45,573.30,1.15,0.2
RITES,282.60,275.15,275.90,275.35,0.55,0.2
Lupin,"1,964.40","1,926.20","1,930.80","1,927.20",3.60,0.19
Narayana Hruda,"1,996.50","1,949.40","1,989.10","1,985.30",3.80,0.19
JB Chemicals,"1,825.60","1,790.00","1,799.10","1,795.90",3.20,0.18
JB Chemicals,"1,825.60","1,790.00","1,799.10","1,795.90",3.20,0.18
Sobha,"1,533.00","1,495.30","1,505.10","1,502.40",2.70,0.18
CG Consumer,352.50,347.25,348.05,347.45,0.60,0.17
LTIMindtree,"5,400.00","5,324.00","5,336.50","5,327.50",9.00,0.17
Dalmia Bharat,"2,111.00","2,065.60","2,075.20","2,071.70",3.50,0.17
Eternal,260.00,254.22,255.07,254.64,0.43,0.17
IGL,211.91,206.01,206.33,206.00,0.33,0.16
Astral Ltd,"1,522.30","1,496.30","1,501.00","1,498.70",2.30,0.15
TataTeleservice,64.90,63.50,63.62,63.53,0.09,0.14
Tata Comm,"1,675.90","1,636.00","1,645.90","1,643.70",2.20,0.13
Bajaj Finance,936.00,914.50,916.50,915.50,1.00,0.11
ITC,420.65,413.75,414.35,413.90,0.45,0.11
Sundaram Fin,"4,941.50","4,858.50","4,900.50","4,895.00",5.50,0.11
3M India,"28,640.00","28,275.00","28,415.00","28,390.00",25.00,0.09
Raymond Life,"1,079.40","1,052.30","1,056.00","1,055.20",0.80,0.08
APL Apollo,"1,830.90","1,782.00","1,793.20","1,792.10",1.10,0.06
India Cements,319.40,308.30,311.70,311.50,0.20,0.06
Jindal Saw,241.78,234.12,235.11,235.00,0.11,0.05
Jindal Saw,241.78,234.12,235.11,235.00,0.11,0.05
Coal India,395.40,390.70,392.65,392.50,0.15,0.04
NLC India,232.88,226.95,227.77,227.68,0.09,0.04
Persistent,"6,180.00","6,060.00","6,082.50","6,080.00",2.50,0.04
Persistent,"6,180.00","6,060.00","6,082.50","6,080.00",2.50,0.04
Shyam Metalics,845.00,831.25,833.80,833.45,0.35,0.04
Bandhan Bank,183.00,179.47,180.22,180.21,0.01,0.01
Brigade Ent,"1,175.00","1,136.30","1,142.40","1,142.30",0.10,0.01
Natco Pharma,882.70,867.45,869.25,869.20,0.05,0.01
